# D_real	D_model
1753.4706	1619.5984
2096.5758	2041.5257
1736.6790	1977.6317
1459.7966	1728.0920
1071.9352	1083.8565
1238.2556	1435.0049
1154.2877	1441.8228
1849.2120	1720.2817
934.5464	885.5919
1807.7403	1723.5191
1478.5885	1420.5724
1355.9189	1338.9272
1336.8856	1610.5670
1595.2392	1597.7866
1168.2444	1275.6022
1774.9792	1882.0072
1771.1553	1794.2369
1130.9063	1080.8418
1751.1022	1787.6266
1452.8021	1355.5010
1569.9127	1612.3688
975.5086	874.5004
1363.9732	1370.0785
1207.2216	1349.6411
1232.2995	1268.8514
1403.8454	1318.0778
886.1676	905.7743
1149.3285	1095.0872
1504.9498	1432.4329
1710.6195	1711.2571
965.7878	968.8973
2237.6517	2229.3479
1160.8303	1066.7975
1176.8866	1209.6814
1825.7297	2110.2848
2015.0737	1932.9876
2515.3207	2477.2602
1473.3985	1446.0270
1285.7438	1336.8022
1275.1925	1289.0718
2199.2456	2063.4529
1342.1546	1238.6101
1557.0495	1591.7902
982.2805	998.7908
1656.0870	1950.5543
1995.3143	2010.5987
1278.5652	1319.0462
1721.2597	1695.8042
1357.1157	1294.8351
1662.0421	1681.7535
1196.9165	1326.1795
1793.8771	1643.6347
1206.8314	1197.4093
1705.6626	1659.6816
2636.6124	2578.3276
2369.6928	2425.3340
1099.9964	1233.2250
1008.1304	1149.8143
1312.3974	1539.5006
1954.5931	2105.4076
1771.4116	2195.6787
1468.2970	1422.7379
1357.8700	1549.4547
660.0992	683.9386
1447.9634	1540.6609
1189.3532	1260.9988
1970.8650	2086.5951
1674.4739	1744.1112
1848.9094	2298.2280
1660.2271	1745.1943
1158.4321	1227.4877
1217.3245	1168.6809
1318.6891	1226.2288
973.1917	994.0548
830.3168	823.4962
1153.3577	1111.3393
1220.5945	1071.1139
843.2283	830.9212
1001.2003	982.6032
1171.0013	1142.8556
1931.1737	1792.2355
1288.6155	1302.6842
1436.0258	1262.7221
1168.8178	1104.2645
978.4426	937.1681
921.5194	876.8027
1233.1306	1153.7040
1392.1882	1275.5222
1598.4030	1595.0649
2271.8525	2100.4171
1046.2810	953.6939
1230.4016	1108.8228
2066.7646	1895.8950
1315.9111	1293.3820
1430.0815	1346.1705
1278.0892	1152.4305
1174.6382	1036.7092
988.4766	873.2451
1314.4311	1233.3560
887.9752	833.2803
1456.5047	1321.1279
1358.5643	1379.1599
1100.7761	1002.5717
2276.9732	2195.6334
1270.7852	1225.2294
915.4747	874.0589
1801.7980	1924.0530
1641.3333	1613.4352
1129.2396	1010.2490
1094.0553	1141.0727
1358.5632	1314.0761
1233.3641	1089.8555
1240.1605	1108.6230
1349.9148	1333.3930
1182.3599	1039.9649
1278.2030	1179.2735
1259.9976	1186.4594
990.7997	939.7936
1819.6667	1654.5637
1726.8480	1555.5848
901.7633	850.9260
1171.7461	1035.5897
895.5412	919.6391
1243.2916	1175.3004
1244.6048	1245.8206
1038.8166	979.8888
1380.0746	1376.2009
1120.3754	1090.4417
866.2090	872.9570
1390.1996	1495.3026
1244.1985	1212.5947
1905.2105	1722.8761
882.7072	910.0758
1024.8136	1049.8486
1579.5063	1490.7797
1193.3319	1214.4929
1110.4855	1141.9593
1686.4368	1841.5507
1659.7512	1541.6916
1415.2717	1353.8449
1344.6356	1270.5062
681.4727	666.5688
933.2556	982.1762
1333.6862	1452.8513
980.0786	1011.3407
986.9443	916.5484
1388.3933	1260.2896
1437.0828	1596.3800
1255.1876	1255.8065
2215.0099	2093.5964
1307.7289	1214.5991
1996.2004	1903.5462
1152.1515	1053.9056
1185.5518	1145.1882
1456.4460	1426.5311
1041.0855	996.2756
1246.6214	1257.6804
1381.2538	1241.0846
1193.6696	1103.6113
1309.2780	1252.8384
1306.7043	1161.5834
2712.6966	2500.2816
2417.7144	2182.6541
2370.6535	2280.6006
2504.9932	2285.8202
2701.7861	2475.2883
2115.7500	1826.0444
1396.5840	1347.3860
2125.8984	2127.8543
2080.4673	1966.6957
2698.4938	2512.2717
2330.9693	2165.1942
2472.3394	2278.8175
2436.7523	2135.9747
2062.9043	2040.5752
2703.5238	2739.3386
2384.1074	2261.1322
2129.8284	2079.2931
2094.5322	2022.2124
2468.9978	2238.6918
2278.0259	2129.7441
2217.9468	2049.1574
1962.7369	1742.4532
1887.0241	1695.6742
857.3477	852.1144
1802.1762	1867.0482
2767.2172	2593.9501
2344.6857	2128.8934
1393.0991	1539.6227
1617.3667	1921.7731
1411.1095	1379.3201
1066.9616	1028.8673
1071.7728	1049.0114
805.0137	791.6382
1279.6918	1256.4959
1210.7729	1396.1680
1387.7943	1370.3467
1119.0822	1081.5521
1571.3908	1460.4989
1098.2978	1132.6685
1455.9911	1395.8764
1269.4286	1307.9709
1914.8880	1776.0999
1031.2497	1086.0143
1265.5742	1156.1285
1015.0064	1055.8366
1070.8123	1200.0400
1836.7308	1999.2796
964.9005	1116.6669
1461.2878	1369.3458
1700.7784	1579.3290
1683.5275	1576.6718
1607.5316	1737.3094
2472.2132	2437.4296
1399.7146	1592.6136
1856.9206	1775.9288
1628.2730	1603.5760
1747.1746	1629.8647
1798.5391	1687.3571
1415.9495	1455.1003
2376.7877	2512.3937
2136.0915	2051.7958
1672.7977	1592.0424
1717.6158	1641.6230
2016.4870	1873.2699
1520.5621	1537.5542
1162.0654	1132.8318
1517.4736	1530.1366
866.5339	875.2388
1745.8416	1649.5884
1655.7146	1742.2953
1915.3216	1723.6334
1954.3569	1883.1845
1368.3271	1450.1765
1795.3117	1661.4397
927.8276	947.0956
1711.5338	1578.5126
1852.0100	1828.1846
1610.4282	1514.9449
1842.3659	1963.2252
1863.3086	1733.5816
1462.9771	1358.3519
1034.6280	1033.7500
1035.8200	1008.2034
2185.2714	2079.5949
994.5310	941.3575
1149.3816	1197.1900
1203.3462	1181.0919
1261.2216	1231.9696
775.5121	755.7374
819.4016	806.6573
1282.3471	1330.6776
2656.2880	2561.4279
2393.3502	2416.2167
1756.0011	1624.9462
1420.3922	1658.5255
1893.5934	1748.8559
1269.9350	1240.9484
1343.6302	1320.7911
1186.1239	1222.4324
1517.8267	1474.0482
2080.8503	2011.7231
1288.3520	1232.2114
1416.2994	1302.6619
2402.6485	2156.3407
1150.1509	1096.3754
1860.7085	1706.1401
1163.7826	1173.1854
1301.0634	1106.7330
1422.5987	1545.3385
3247.2179	3166.0120
1719.5738	1677.6701
2418.8365	2341.9823
1436.5716	1251.5107
1740.4887	1801.4727
1310.0210	1263.9221
931.0816	964.7082
1276.6891	1187.9714
1150.9261	1134.4726
1064.8493	1041.1109
1517.6525	1506.0023
1044.3055	970.0696
1622.6854	1713.7013
1623.5547	1638.8743
1214.6938	1234.1491
1255.0526	1332.8391
1832.2724	1906.6384
1087.4093	1266.6199
814.6226	815.8125
1486.8931	1377.3137
1146.3394	1165.1820
1437.6112	1432.4437
1975.9757	2178.9153
1051.3615	1033.2555
1283.6433	1375.0007
1310.0225	1327.4212
1573.8802	1753.8375
1357.3286	1291.8595
1087.7674	1171.1622
1012.1793	1023.4584
1301.8975	1337.0610
1385.0437	1381.4456
1355.5290	1358.4638
1371.7722	1655.9164
1238.4131	1300.5533
1879.2653	1899.4823
1405.9431	1398.1177
1276.7322	1530.3470
1186.9158	1208.7167
1615.6640	1659.4674
1505.1186	1526.2015
1320.6737	1368.3998
1818.1119	1999.3269
1830.9866	1739.3183
1636.4685	1629.9917
2246.3806	2616.2339
1290.0403	1299.1132
1726.5225	1621.4071
1287.3189	1662.9065
1674.1720	2078.8379
1394.5835	1584.2569
906.9416	1009.0956
1244.0121	1192.8692
1720.3500	1723.5765
1105.9697	994.2389
2275.0558	2108.5507
2260.5327	2416.1974
1439.1258	1293.1968
1147.9821	1373.3361
2034.3397	1827.7005
1087.4093	1222.4173
1706.2796	1813.3458
1955.8540	1898.6988
1353.0739	1395.4132
1279.1611	1309.8137
1536.2842	1504.1579
2278.5026	2213.1624
1140.6305	1036.8370
739.6411	702.6870
1416.1201	1727.8513
1197.2623	1316.9590
1851.4303	1801.7367
1410.3067	1500.1277
918.7720	950.7707
1192.5976	1152.4392
1312.0061	1325.3660
1979.7050	1851.0959
1391.3436	1390.7271
1255.1295	1163.0933
1269.8898	1569.3381
1128.1228	1078.1902
1065.9747	999.3303
1026.6918	955.1602
1841.3232	1690.1379
1215.2259	1209.4544
1138.2803	1078.4929
1081.3103	1057.7764
1518.5141	1539.2826
916.7808	1000.2155
946.6393	932.7304
1318.7214	1251.8518
1574.6463	1399.4256
1208.1573	1163.8054
1787.6636	1597.3309
1289.5701	1273.2431
1595.0420	1416.0307
1284.8136	1276.5790
1091.9496	1145.1607
1590.6596	1623.9541
1493.1688	1330.5108
1595.9768	1523.4395
1455.5614	1454.9955
1047.1146	1056.1449
1637.1640	1423.8402
2883.5778	2905.6218
1576.2604	1397.5214
1189.3481	1239.1642
1310.8226	1234.0324
1332.7243	1534.6417
1418.9468	1394.8061
1365.7038	1298.5731
1620.8886	1469.0718
1300.3738	1238.5689
1705.1012	1706.8670
1205.8342	1317.6100
1474.9220	1474.2171
1367.9510	1278.7994
1737.7523	1773.1537
1835.3828	1706.0727
2096.7005	2255.3525
2568.6827	2413.1183
1930.8040	1848.8743
1611.6125	1654.7208
1565.2335	1594.5360
2391.9912	2280.3068
2372.1802	2296.1986
2774.8802	3005.3306
1206.9751	1290.9121
2252.3716	2161.2887
1897.2833	1758.1979
1540.7414	1535.1020
2291.3103	2246.9824
1828.4474	1871.5424
2464.5809	2395.1347
2355.0807	2153.0033
1475.4948	1553.9106
1921.7419	1709.7649
2395.8086	2317.6117
1465.8909	1474.8993
1552.3431	1589.4194
1397.3117	1392.1702
743.3646	769.3465
1232.5072	1159.1488
975.0487	874.5250
1625.7783	1857.6286
961.1269	933.7703
1176.4540	1109.0816
1613.9789	1484.3558
1092.5090	1080.1588
1724.0682	1672.3845
1174.0030	1206.4788
1582.6434	1662.6082
1730.1800	1688.6329
1203.2639	1362.1854
2012.3079	2199.7611
1880.1497	1984.2611
1425.3821	1441.7306
1718.1537	1625.5030
1644.3701	1545.1417
1311.5178	1286.2523
1207.1541	1143.4264
1700.4646	1694.8923
1282.8535	1299.3117
1622.0247	1464.7314
953.5911	1174.2640
1074.5422	1029.6295
1521.6849	1507.0036
1445.0429	1454.3095
1440.5010	1363.6048
1161.7969	1303.0898
1505.8576	1412.3555
1127.8887	1112.0306
1475.7066	1521.1118
1052.1621	1119.4450
1095.3821	1216.2837
1868.8801	1972.3314
2071.3083	2424.6255
1628.8315	2060.5070
1538.0306	1794.4927
1045.6089	1242.3337
1177.2510	1419.8088
1595.4463	1998.2780
1573.8628	1835.8088
1141.4329	1363.4079
2078.0895	2304.6338
1516.5349	1574.4504
1169.5867	1284.9428
2267.2827	2468.5903
1223.3397	1418.6906
1135.3440	1145.4449
1261.6505	1390.4460
1195.5204	1149.8726
1715.3781	1566.4051
1576.7257	1545.6203
1682.9599	1767.1573
1451.1578	1597.8157
1733.7468	1990.1256
1767.6012	1819.1721
2011.1489	1879.3307
1948.8722	1723.4201
1600.4021	1471.3779
1730.7539	1597.4818
1857.1645	1741.3012
2073.9732	2269.4839
1554.7460	1558.1820
1408.5894	1398.2954
2140.3395	1909.0691
1732.4682	1940.3786
1661.5309	1602.2269
1684.9412	1677.4785
1724.1456	1845.4078
1751.3540	1699.5288
1779.9654	1658.4683
1827.6649	1934.7708
1805.8513	1600.2528
1431.9064	1655.2710
1941.5012	2260.2237
1801.0677	1599.3636
1409.2640	1480.7778
987.2041	1213.3103
1637.8071	1561.0512
1728.4510	1662.0668
1752.8525	1681.0634
2876.1088	2802.3046
1604.2868	1421.0067
2102.5989	2016.7863
1771.4325	1649.0133
2041.0056	1933.6636
2188.5219	2156.9267
1653.9033	1592.7715
1777.4251	1703.0625
1814.3914	1656.0226
1551.7944	1528.8659
1529.0128	1478.0798
1330.0466	1401.9679
1702.0632	1584.8249
1766.4150	1685.3982
1779.2102	1695.1811
1545.0864	1563.2920
2038.5613	1954.1236
1740.0307	1614.6956
1774.8625	1699.6300
1718.0745	1558.9965
1774.8752	1622.1495
789.8943	758.6949
1511.9616	1585.8417
2046.5808	1903.5992
877.3072	780.8604
1124.7551	1023.2839
1319.1656	1375.8285
2292.7313	2127.2447
931.0081	897.4965
1360.8942	1312.7357
1069.3166	1040.0937
1183.7424	1283.1395
1035.3202	952.6153
1842.5900	1834.5555
1932.6231	1733.5080
1255.1920	1104.8348
1006.2773	964.0259
1064.6328	1011.3278
1459.2464	1257.4422
1171.7675	1085.1369
1079.7949	1066.9353
902.1679	920.4314
2248.3100	2063.4408
1254.3042	1325.0475
1490.8038	1375.5290
1481.3723	1539.3482
1186.8020	1071.3267
1385.8070	1335.8802
734.7013	708.8293
1380.6498	1274.8063
1422.2932	1427.9951
1545.6636	1416.2196
3066.7522	3031.6200
1598.4477	1456.9540
2112.4199	1953.0594
1924.0657	1799.0542
1814.5583	1642.9690
1685.7399	1541.4636
1561.8985	1474.4263
1304.5210	1307.4731
1349.5955	1220.1516
1065.7509	948.7197
1019.3233	937.5281
1410.2202	1249.0128
1428.3918	1393.2035
2056.8357	1908.5217
1104.2645	1175.2961
1873.6953	1731.9166
808.0427	776.0805
1588.5046	1802.1376
1738.5994	1640.4835
1524.8584	1413.8780
973.4285	955.6553
1507.0889	1608.2005
1108.8787	1092.4962
1641.4232	1839.3094
1730.9720	1647.8122
1589.6748	1531.0656
1774.4275	2000.5849
1120.0205	1222.6291
1424.4753	1276.9483
1374.2431	1341.0541
1555.5173	1477.4431
1349.4736	1478.6345
922.5009	1105.0977
1255.9279	1163.4367
1242.7063	1348.9396
1428.8303	1335.6137
1124.2611	1192.5754
1333.5194	1214.7745
1488.5758	1299.5395
1516.9499	1501.9318
1894.7140	1661.3759
899.6505	825.4968
2176.4209	1988.9201
1028.9947	965.5268
1351.0315	1404.1642
1345.8287	1257.4749
933.1827	883.3884
1994.8855	1768.9842
2269.4836	2126.7188
2081.3849	1997.3137
1466.3093	1335.8248
1253.7627	1141.4732
1248.9339	1131.6077
914.8743	972.7723
1218.6706	1121.3528
2244.8753	2181.2868
1438.7272	1580.0335
1500.0583	1650.3615
1843.7871	1730.6080
1529.4224	1638.9954
1099.6640	1134.4496
1086.2937	1049.0014
1251.5630	1168.1211
955.9043	905.0856
1078.4081	1059.0958
1377.8309	1392.5125
1517.1974	1664.1079
1499.4172	1644.1785
1247.9687	1320.0485
1288.4840	1346.4910
1262.5086	1251.7759
966.6980	942.0212
1547.9280	1735.6100
1275.0224	1266.1114
1247.0918	1304.6655
1268.6564	1272.2885
1098.0000	1050.5242
1797.6226	1969.8274
1311.2666	1277.8306
1715.9679	1603.4890
931.9555	960.7226
1487.4317	1502.8463
1166.9756	1031.6850
2251.9927	2262.6361
980.1546	1007.4234
1279.7488	1202.2425
1979.9245	2006.7205
1515.6243	1557.4059
1414.3380	1436.0912
2126.4162	2001.2144
1105.0937	1004.5979
1395.1882	1571.1044
1372.5487	1260.4225
1681.0645	1733.2729
1720.3694	1594.7194
2472.4672	2450.5132
1922.1751	2069.7391
1260.9929	1309.2964
1336.5646	1319.2703
2360.3095	2270.2780
2528.2804	2537.6889
1295.0077	1149.5986
1465.3887	1448.4447
1546.5048	1453.2016
2069.6046	1890.2473
1417.5433	1415.2816
1233.7325	1099.3184
1236.3361	1092.9657
1830.9544	1865.5302
1126.3942	1053.9027
1350.4292	1165.4840
2058.8579	1885.9586
1016.1998	949.5457
1322.4897	1198.2783
1354.3220	1206.7034
1089.7220	1018.1557
1437.7531	1246.2712
1307.9908	1189.6823
2097.0663	1917.3729
1435.3299	1230.1784
1268.7395	1130.8373
881.7341	862.6795
1506.4100	1511.0053
1152.4895	1068.9280
1132.2036	1058.6827
1394.8799	1270.2803
1308.7750	1470.7039
1706.5764	1637.9179
1237.2247	1272.3785
1052.9098	1015.2148
1571.5231	1575.8956
1421.8801	1290.9659
1430.6747	1276.9119
1201.7837	1128.2460
1468.2612	1259.9528
1004.3724	942.4675
1809.9213	1824.5413
1498.3811	1323.5320
1478.4712	1438.9489
1803.9839	1941.6179
897.2408	915.1918
1646.0058	1519.8974
2784.3335	2697.0953
1507.5669	1293.8524
1080.8672	1017.4532
1365.5157	1210.9438
1575.7912	1530.0186
1378.1495	1334.9573
1398.0562	1306.9185
1503.5332	1407.9158
1285.2319	1128.5469
775.9220	792.3642
1273.9521	1207.3487
1315.6956	1548.4027
1175.0643	1097.2949
1277.1476	1338.8846
1175.7521	1158.6043
1248.3838	1373.8686
1318.9162	1416.5176
1429.2302	1243.9948
846.1489	804.0491
912.5492	916.9198
1240.4338	1225.0547
1272.6425	1343.3592
935.6148	880.1284
1705.9900	1864.5485
1000.5074	927.6136
1226.3095	1199.6733
911.8070	897.7199
1409.3076	1467.6175
1228.5882	1200.6361
987.0096	962.8193
2006.2408	1834.8978
1264.6466	1149.3677
2370.5636	2203.3765
1279.1298	1276.4964
1359.5827	1275.8617
1169.6401	1094.6296
914.2882	871.1722
1876.5149	1650.1261
1388.8052	1348.5029
1399.0422	1576.7983
1849.4518	2138.0716
1210.4574	1287.4494
1210.7138	1207.2767
1119.7692	1130.8581
1270.5239	1330.3304
2251.9178	2665.5275
1323.5656	1211.7850
869.9218	860.7102
1201.1195	1349.1290
1703.2607	1621.7589
1251.3964	1212.2384
1190.6990	1117.5021
1241.6384	1434.8463
1050.2266	1203.5838
1686.6988	1760.6394
974.4388	1107.2484
1633.6450	1869.5981
1594.6765	1680.0795
1511.0056	1592.0474
1271.4716	1286.1858
1228.5272	1425.1207
1175.0953	1204.0066
900.0839	955.3052
1123.3000	1114.2172
1150.1717	1129.5561
843.2218	804.9404
945.6051	920.7519
1170.8745	1265.5465
1315.3365	1231.5953
1437.1604	1247.3452
1692.6902	1510.4284
1138.5131	1116.8921
1039.4407	978.0312
1457.8776	1489.8087
1407.6360	1386.9582
1376.7672	1423.8315
1290.6967	1208.3245
1339.2905	1222.3796
1641.8581	1399.6278
1383.0915	1469.2597
753.8296	872.1336
900.0294	878.5107
1380.2953	1296.5092
1175.7525	1114.8865
2329.8884	2416.4718
1408.5741	1568.2748
2143.8095	2246.5620
1267.0363	1315.4946
1605.0430	1479.5128
1476.2517	1536.6649
1661.9383	1704.3497
1324.0857	1233.7030
1865.1759	1830.8148
1481.4172	1333.5584
1380.2717	1517.8554
1284.1515	1368.8897
1203.1978	1270.9815
1536.6187	1590.1431
1592.8496	1541.4146
1921.2116	1857.6447
1416.1762	1396.6496
1511.2597	1591.0528
1429.2215	1526.0714
2206.0349	2273.7447
1630.0982	1526.7036
1958.2456	2097.6916
1541.7422	1454.2603
1709.4546	1551.2666
1702.8077	1644.8283
1980.3851	1981.4762
1150.0317	1221.2817
1269.1292	1230.9517
2832.5783	2860.4440
1570.7906	1703.1221
676.1509	751.5763
1691.6501	1955.7334
1173.1040	1144.9463
1962.1287	2064.9632
2313.4103	2291.6978
1136.7238	1081.5826
1599.6234	1871.3102
1756.8395	1932.1692
2523.6975	2421.1921
1490.0876	1494.3631
1290.7521	1509.5128
2386.2823	2494.0042
1453.6585	1644.7130
1545.6280	1696.1262
1098.0965	1187.1306
1647.4450	1806.5387
2256.9218	2586.2937
1461.3805	1631.1536
1892.9635	2062.0677
2015.4077	1892.0114
1398.6175	1399.5117
1999.2281	1760.6984
1194.1704	1091.7271
2691.9196	2419.1689
2862.4355	2576.5335
1992.5004	1792.8809
1303.0418	1477.7513
916.6117	896.8155
2462.1086	2228.6684
2417.8228	2190.6405
1108.5107	1047.1442
1600.9191	1627.8332
2176.4910	2162.8368
2501.1237	2178.4570
1848.4694	1739.9034
2098.1280	1800.4141
3746.0800	3658.3043
1519.8016	1558.9824
2174.2884	1979.4285
1966.6210	1996.6274
1206.3300	1183.2071
2594.8715	2372.3309
1916.6716	1802.5992
2682.9726	2449.1484
1026.8393	956.8694
2659.2505	2381.4819
2338.2004	2011.0709
1445.0125	1393.5516
1371.4310	1537.7818
1402.4707	1453.8793
1774.3044	1713.5469
1195.4740	1133.7094
1266.5911	1420.6706
1960.5448	1952.8405
1031.5605	1006.6395
1473.4117	1622.8718
1765.9012	1723.7787
850.8361	1037.2676
1029.5460	957.8116
1183.8412	1165.3708
904.3694	875.7266
1177.7924	1220.5933
1191.2237	1350.0589
1327.0535	1285.1467
1786.9063	1842.3936
1570.8249	1423.7268
1626.5048	1634.5109
1079.3980	1001.9461
1822.8618	1818.8194
1666.1227	1714.4877
1120.1848	1007.2045
1034.8961	991.7762
1738.7156	1593.6957
1199.5241	1105.6107
1015.8125	981.0311
1691.2117	1701.1913
2078.2849	1974.1933
1212.0961	1102.1529
1286.3110	1131.5794
1379.8793	1390.1320
1114.8641	1019.1683
1358.2168	1214.4962
1607.9381	1732.4742
1606.5033	1620.8387
1123.7104	1024.3735
953.5366	912.1963
1236.4570	1257.4013
1471.9406	1302.2423
1539.1062	1770.7385
1345.5839	1305.6600
1976.1786	1706.9353
1647.5989	1468.6255
1617.4078	1615.5649
1682.2107	1851.1297
1112.6841	1285.4785
1632.9642	1499.4216
1828.6325	1631.1545
1734.6245	1604.6158
1613.5693	1554.4726
1745.5503	1603.0197
1417.8008	1439.3589
1413.7744	1536.7736
1678.8889	1495.5899
1389.1400	1517.1559
1655.9058	1551.9066
1415.8958	1419.6542
1689.9710	1713.6534
1791.6643	1595.8703
1298.8495	1432.4640
2628.8469	2572.7507
2946.3837	2808.7625
1679.0864	1812.5074
2453.9568	2479.2723
1983.8092	1818.7531
2899.2268	2948.6470
3062.2608	2972.1235
1970.9937	1891.9989
2032.8298	1905.7335
2876.3849	2866.8010
2523.6491	2526.2197
1823.5361	1764.7484
2599.6386	2564.6483
2546.9119	2657.5127
3837.3469	3948.8194
1830.0481	2049.2030
1862.9176	2134.4451
1970.9769	1797.4307
1558.7514	1525.7588
1546.4327	1447.8557
1202.6799	1347.3170
1134.8894	1055.4511
1430.8595	1338.3890
1267.9858	1296.3591
1319.8121	1370.9106
1276.7678	1325.1226
1338.7307	1533.7200
1492.3388	1403.6866
1036.5008	1095.3328
1410.7222	1377.7990
1674.5047	1409.6432
1461.8006	1300.1381
1131.1706	1135.9723
1368.3289	1318.4362
2396.9268	2451.1505
1395.0297	1374.5014
1522.5557	1525.0951
1222.5711	1334.0127
1582.1678	1645.9380
1463.9669	1564.5018
1527.1732	1550.8859
1555.2543	1705.8880
1984.8872	2005.2571
1816.8974	1889.7931
1836.2516	1933.2837
1742.5788	1597.6054
1026.1462	1121.8137
1621.6880	1764.4506
2003.7208	2020.6321
1517.2903	1828.4228
1609.6484	1737.3298
1665.5149	1828.1110
1747.6456	2026.4612
1752.2132	1714.5970
1599.8037	1575.9835
1759.0037	1670.3236
2186.4288	1931.8463
1956.9469	1775.8882
1587.1329	1616.7758
1785.9096	1700.6143
1470.5380	1376.2017
2269.0273	2099.6254
2012.6945	1912.3454
1323.2861	1549.6974
2147.2925	1982.6608
1407.6772	1302.6454
1763.0096	1668.4748
2101.2030	2032.9085
1471.5037	1406.3933
1576.6858	1458.2023
1836.1980	1844.8488
1687.9748	1644.3716
1735.0939	1588.5053
1484.0883	1555.7452
2063.9092	1848.1215
1940.4752	1980.0636
1993.4834	1784.1054
1505.7473	1447.2087
1437.6529	1437.0967
1404.4063	1249.6335
931.0328	903.0111
1077.0850	1048.5428
2055.9397	2036.8517
1176.9006	1250.7398
1079.3285	1089.8821
974.1093	926.0054
1502.4141	1513.8332
819.9732	785.7665
1694.7855	1734.4671
1703.0998	1669.4894
1242.9819	1226.6483
1482.0928	1398.5825
1837.6080	1804.4864
1454.7048	1292.8175
1243.4151	1248.1723
1773.9622	1700.3420
1182.8821	1184.7084
1331.3200	1426.1343
1384.4652	1520.9362
1324.9623	1178.9160
1175.3025	1125.7677
1181.2756	1048.2089
1466.6407	1554.9350
1084.6239	989.9904
1097.1399	1098.0719
2030.5098	2174.6505
2031.1169	2207.0360
1145.6208	1334.4883
1115.4089	997.0577
984.0981	959.4207
1123.1665	1021.7235
1264.2330	1437.1966
1267.0600	1315.6447
2242.6268	2777.1635
1621.5961	1858.1114
1706.2553	1673.8014
1207.9052	1181.1482
1102.5058	1258.1490
1365.1205	1499.2008
1613.7026	1610.3618
1933.3484	2375.9249
758.1260	866.1732
1101.6052	1055.9285
1327.1055	1191.4302
1408.5393	1538.7804
1325.5855	1498.8612
1647.2201	2043.1466
1666.5620	1592.1281
1327.7315	1314.7939
1640.8041	2010.7412
1257.4597	1534.9065
1177.6421	1290.4356
2123.7001	1942.5522
1409.5893	1340.1011
1614.7204	1692.0824
1149.7130	1099.5676
1621.5893	1634.1209
1655.4900	1612.0090
956.0110	1017.3043
1134.1856	1063.6057
869.0880	817.9480
1171.5246	1099.1556
1711.5820	1592.8475
890.6234	893.5362
1128.8445	1127.1757
1560.2878	1509.2773
1321.1306	1441.1728
1739.0273	1534.1372
1946.0892	1733.6185
887.3297	894.2774
2684.7058	2626.5253
1558.1017	1600.3543
2878.4511	2866.7276
1818.4317	1929.1884
1672.1615	1780.4528
1886.4819	1988.2357
1284.0265	1387.2736
1238.2136	1198.4657
1316.9161	1327.8163
1680.3684	1816.4763
1240.8296	1270.7494
1220.2434	1213.6696
2211.3195	2198.1037
1054.1722	1042.1881
2172.8440	2209.5950
2343.6930	2219.7101
1217.9277	1411.4071
1086.7024	1082.6911
968.8405	1045.4645
1002.2939	1024.3583
1105.8277	1264.6703
1467.0590	1482.6065
1098.1803	1202.4533
1271.6985	1277.6760
2043.0972	2200.5638
1422.9905	1624.6686
810.3863	864.7346
1298.9688	1532.0349
1343.1485	1490.2899
2096.6998	2122.2467
1131.2701	1185.9612
2016.9400	2393.1201
1453.7111	1681.9652
921.9214	949.7342
1565.6928	1807.3685
2321.4125	2648.6638
1438.2413	1538.5561
1115.8342	1266.4245
2775.2164	2880.6923
3315.1688	3459.0452
2838.4142	2933.5056
1234.5607	1463.1381
1385.8312	1483.9495
2035.4316	2459.0663
2099.1703	2512.1131
1216.1155	1180.4580
1740.3747	1845.7595
3061.0238	3153.3547
1175.2447	1254.1862
1201.1395	1365.5061
950.0132	991.3617
1539.1592	1596.0683
1537.6671	1677.2579
1280.9313	1205.5791
1891.6400	1726.5448
1287.7756	1193.7579
1556.1019	1978.0784
883.8857	904.3185
1216.9375	1363.4291
1322.8828	1356.1040
1403.4550	1209.6760
1383.9144	1314.8795
1585.4536	1626.9840
1410.6683	1651.1844
1461.6138	1462.8578
1746.5349	1995.3128
1446.8977	1361.6806
1358.6832	1241.4298
1367.0194	1271.1896
1502.9671	1429.4828
1600.7726	1718.7298
1580.8833	1635.0364
1112.8320	1186.0152
1327.2660	1388.3822
1618.1808	1812.0855
1250.8721	1354.5608
925.3318	848.8905
1806.1309	1902.0844
748.8912	720.3437
1332.3404	1308.0367
1834.5716	1631.3914
875.5284	904.7712
1456.8792	1389.1451
1239.1715	1221.4774
1186.7380	1085.1382
961.9678	1060.9656
1454.7333	1677.2737
1262.5260	1142.6426
2329.9513	2235.6985
1534.3200	1443.4012
1045.1560	930.5853
1206.5007	1063.6912
1156.8142	1009.4845
978.7717	897.5266
1021.0984	942.4962
1334.8753	1412.9183
1114.6390	1022.5698
2422.4591	2140.2243
1739.8284	1844.1198
2321.7313	2146.2698
3033.5814	3015.4855
1457.1307	1497.4271
1896.8218	1843.6768
2280.6069	2055.8835
1998.7536	1821.3226
1956.2528	1902.9548
2659.7013	2645.6897
2179.6619	2099.8959
2430.1424	2572.8519
2323.6400	2100.1050
2480.7989	2558.4919
1457.8656	1596.7874
2559.6888	2739.3651
1241.5619	1231.5563
2576.0691	2387.6928
1112.9910	1098.4316
1404.0520	1316.5086
1286.7704	1253.3280
1248.6469	1198.7452
1885.9870	1704.6557
1605.8017	1501.2438
1490.6314	1393.9243
1853.3060	1722.3899
