# D_real	D_model
2592.3283	2446.9767
2774.4637	2774.4531
1882.6141	1737.7051
2233.4977	1971.6706
2123.5581	2074.2505
2071.5320	2262.2807
1483.1450	1680.9768
1350.3451	1578.3070
1402.0624	1660.8106
1851.6009	2171.4016
2257.1314	2667.5586
1553.6779	1858.3947
1670.0183	2091.0995
1480.7849	1631.0230
2549.2605	2771.9766
2655.7965	2893.7940
1904.9782	2028.5391
1411.4312	1705.2085
2015.3885	2363.7470
1721.1453	2138.3725
1997.6927	2489.2396
2502.4362	2991.8419
1775.0468	2131.7162
1465.2566	1829.7213
1040.4033	1193.7278
2797.7103	2979.7436
1396.4899	1743.1598
1503.5558	1391.7202
1137.7495	1144.9926
1304.8360	1147.9673
1777.3151	1670.0581
1826.4742	1681.7827
1934.9618	1687.9902
1058.5273	919.0256
1109.6207	1182.6690
1627.7908	1460.5619
1073.3317	1002.4734
1352.8773	1221.3136
1113.4307	1029.9927
1665.2907	1436.4240
1259.5729	1209.9202
1452.3725	1493.9729
1114.4950	981.3720
748.1437	709.2510
1510.6029	1726.2097
1488.7686	1347.4246
1175.9192	1182.6601
1670.5882	1704.5976
1402.7330	1183.4251
2331.2226	2066.2500
1493.6676	1364.4259
1337.5971	1202.4051
1457.4649	1290.3418
1519.5272	1734.4737
2084.8508	2113.5887
686.1399	660.9024
1350.6850	1452.8937
1057.0416	1265.3620
2206.0233	2165.5692
1419.5915	1630.2123
1127.2808	1143.0621
1182.0753	1407.0611
3185.8646	3353.3473
1192.9392	1202.4034
1706.3619	1913.9574
1556.3656	1553.4880
1413.3549	1466.3131
1463.0940	1536.1732
1018.0668	1067.9419
1409.5350	1651.7821
1228.7876	1239.4107
1562.6577	1602.2316
1614.1440	1663.7046
1568.2497	1605.4626
1633.1442	1672.8703
1290.0136	1390.7998
1238.8519	1135.5642
1253.6020	1177.6846
796.4364	780.7567
1188.7001	1106.8311
1889.5563	1812.0731
1345.2554	1345.5114
1181.5041	1134.4589
1103.8600	1065.8635
2171.2054	2110.1296
1199.3407	1155.3259
1070.3028	1036.9185
1412.8262	1518.9786
665.9242	666.7976
1656.5506	1722.6430
1585.8052	1521.0753
1697.7615	1654.4292
2176.1636	2058.2995
1769.9698	1546.4954
1496.6676	1495.3568
1151.1894	1097.6775
1369.1417	1300.9281
1776.2911	1650.6099
1684.1692	1587.0088
2064.2735	1997.6782
1426.6888	1377.7395
1835.6876	1776.0287
1833.1497	1719.2542
1469.9289	1441.6175
1657.1412	1597.0523
1651.2326	1524.1460
1684.6736	1608.0370
1738.0567	1595.3959
1988.7589	1949.8920
1811.1444	1602.7598
611.8954	599.7099
1841.1382	1768.7238
1711.0532	1589.4282
1199.3611	1101.5462
1718.9250	1602.1367
1657.4523	1743.9163
1468.5357	1348.8684
1526.4341	1541.1372
1396.2632	1282.7112
1495.3999	1435.9561
1929.5862	2032.8239
1127.9029	1302.0853
1034.9594	1036.8587
1264.0309	1186.4746
1709.7339	1797.0089
1381.9092	1246.0851
1737.7926	1687.4697
1464.9945	1521.8071
1589.4999	1406.9936
1432.7320	1297.2687
1195.8507	1211.4153
1551.8647	1482.9009
1684.9460	1668.3813
1339.6798	1375.9382
1393.6858	1516.2246
1715.1947	1599.0063
926.1798	891.5251
2225.5844	2073.2450
1651.3640	1525.0525
1204.6946	1158.8287
1236.5064	1372.4733
1387.7849	1328.7964
1242.2089	1243.2051
822.1995	846.8678
1596.5372	1489.6432
878.2420	853.1694
1265.2344	1185.2822
1047.3032	1152.0056
1399.7793	1337.4289
1243.2659	1426.6902
1788.4574	2076.6839
1347.9451	1222.6107
1766.3791	1683.2938
1259.7920	1239.2683
1290.1302	1364.1594
1037.3635	1033.6353
1230.3081	1196.5120
1846.2104	1715.7544
1775.3912	1688.8458
1285.9603	1222.5535
2568.1172	2360.7581
1716.8538	1897.1921
1430.3549	1443.1909
2333.8029	2206.4913
1487.7688	1637.6126
1501.5089	1409.1160
1399.9557	1245.6789
1589.9538	1538.7794
1085.8223	1013.3578
1066.7516	1171.0231
1107.2362	1093.8921
708.4285	698.9642
1387.1417	1384.3302
1090.6819	1089.6022
1364.2280	1276.5077
1109.4043	1028.9961
1567.7643	1585.1101
1304.6026	1194.1646
1199.3348	1087.4944
1011.5671	952.2741
1018.5784	1020.7174
1306.2446	1163.7908
1144.4108	1053.5981
804.9484	867.0161
914.2932	887.1804
1068.9490	979.3431
983.9970	1036.7652
1034.7947	1009.3587
1203.7699	1143.2248
1165.7757	1171.7350
1468.7689	1417.2255
1554.2680	1632.3232
1045.5367	965.4315
1014.9754	1073.8021
947.9246	965.6293
2352.1894	2288.2176
808.5178	750.3206
1198.3530	1227.8127
954.5507	915.6266
2566.2995	2315.2127
2512.4584	2336.8318
2666.7865	2517.7679
1971.5679	2108.0916
2043.5195	2077.6345
1291.2784	1269.1269
2410.5460	2509.5436
2115.9728	2249.7493
2091.0093	2200.8487
2980.5724	2811.6157
1938.9087	2076.0766
1525.0921	1593.3047
2628.6474	2493.0156
1949.7136	1984.5377
1992.1925	1789.7821
1758.7942	1844.9041
2893.8461	2827.7420
2778.3542	2724.0951
2980.4699	2918.7651
2345.0079	2295.6770
1598.8421	1600.5293
2384.2416	2213.2569
2373.6655	2164.7908
1452.7374	1326.4241
1714.1027	1846.6800
1284.7381	1192.4450
3110.5040	3106.3094
2586.1522	2401.7577
2609.6032	2395.7460
2408.8699	2312.0975
2580.8838	2467.2199
1813.9573	1777.5382
1627.0347	1673.0914
2267.2686	2161.0511
1803.3996	1745.5220
2077.5546	2062.9426
1675.5262	1684.2028
2276.7450	2235.7117
2372.4966	2219.4682
2086.9195	1902.4836
2168.1967	2142.5305
2544.3663	2571.9566
1399.5046	1425.6185
1518.1657	1499.3222
1207.1574	1138.5412
1214.8695	1239.4612
1251.4939	1303.1124
1401.0239	1427.5927
1964.1309	1936.4558
1779.6862	1790.6183
1542.6989	1531.8867
1489.0923	1459.2584
1880.7576	1912.0818
1288.5399	1254.5808
1207.3703	1196.5993
1329.3292	1334.5520
1553.5762	1446.6430
1275.1639	1226.6862
1262.9236	1264.2290
1530.6822	1477.7848
1338.2421	1349.6166
1409.1434	1465.2566
1743.9495	1856.4676
1138.7054	1089.4847
1500.0447	1444.5235
1391.3817	1521.0980
1522.4986	1600.8616
1096.5970	1186.7034
1501.5262	1512.2860
1365.7148	1351.7973
1459.9795	1395.7765
1077.6052	968.9226
1520.1951	1582.3223
1235.8887	1105.0403
1247.6610	1408.5528
1401.0760	1280.7529
1273.5215	1201.3992
992.0438	1065.0136
1569.2677	1533.4497
1585.8720	1508.6063
937.2129	1041.8906
1301.9144	1207.6639
1159.4348	1281.1702
1192.9120	1102.0799
1511.1476	1519.4989
1605.8901	1640.3426
1283.3784	1289.3281
1220.4003	1354.8930
1668.9191	1825.0578
1398.8949	1581.9975
1267.1263	1192.3775
1799.0753	1641.7978
1225.3240	1229.7032
1631.4681	1571.3621
1678.0915	1592.9583
1276.6057	1157.7444
1347.9036	1184.2120
1273.6715	1296.4710
1009.5326	1060.3872
1552.8818	1517.5777
1269.3821	1157.6800
1734.7867	1856.0946
1130.4225	1019.6298
694.3861	677.7684
529.0955	489.6458
1291.7922	1118.4252
1128.9163	1008.5450
869.1335	823.1768
2057.1898	1960.3398
2535.9590	2395.1902
1453.7723	1331.9426
1713.9691	1515.1521
1433.0447	1328.3923
2249.9304	2044.3911
2960.6067	2885.7716
980.7507	895.3016
1063.6724	1129.6522
1921.6964	1809.3911
921.3772	824.5168
853.7951	853.7055
1431.0524	1386.9138
1647.7318	1496.1634
1480.4395	1334.9210
1071.5442	1070.1056
873.3533	947.2539
1949.5140	1765.8502
1068.4367	1041.0451
1347.3608	1519.5562
2070.5893	1864.6160
1195.9160	1102.6817
1721.9013	1650.2673
1213.5333	1179.9928
821.7773	836.0604
1192.1019	1164.1027
1071.8699	981.0775
1088.0528	1030.3689
1254.3927	1147.4528
1196.7911	1092.5461
1145.1878	1102.3343
1201.2839	1109.8567
1465.1860	1349.4199
1394.6774	1346.8285
1222.0945	1197.4394
763.3682	797.0659
1837.6825	1643.0779
927.5230	912.7661
1180.1364	1088.7015
1590.9745	1404.8089
1052.1768	990.2384
1194.3760	1220.9132
1474.5125	1572.4223
1692.4030	1732.4740
1276.3103	1249.9672
2111.4718	2133.5367
1776.8365	2003.7535
1144.2613	1157.0091
1121.2341	1100.1254
1009.2983	1055.1256
1223.4549	1182.9024
2062.2085	2260.8624
644.8705	615.0423
939.1544	997.7490
1534.8831	1388.3198
1237.3718	1205.0730
1407.2459	1381.1604
1020.4759	1084.4971
1262.3526	1202.5007
1480.1872	1538.7745
1446.8010	1678.9592
1116.5554	1039.7865
1131.7323	1073.8505
3001.3395	2949.8854
1092.1639	1069.6752
1557.0061	1592.8220
1144.8371	1110.6620
1058.1389	1112.6167
1422.6908	1405.7044
1325.8141	1250.1780
1758.2941	1928.9741
2492.0568	2408.1599
1857.1064	1770.9732
1796.2542	1627.2646
1219.1883	1197.2974
1764.7195	1678.3805
938.9968	927.4282
1910.2065	1810.0348
2102.1950	2052.5633
1203.3536	1315.3064
1483.8615	1471.9229
1892.4437	1629.7270
1580.9143	1480.6789
2213.0093	2119.0675
1745.6890	1567.1123
1339.3655	1252.0679
2177.9272	2006.2011
2133.7005	2058.6748
1767.0422	1648.1095
1774.3179	1835.5250
1873.0147	1702.9539
1896.6552	1699.3413
1331.2378	1371.3723
1793.7943	1801.1940
1098.0282	1053.7191
1547.9467	1793.1085
900.8296	899.2319
1604.6754	1649.3532
2284.6464	2228.7129
1562.3796	1528.1564
1072.8467	1175.3314
1640.7431	1935.3413
837.8043	902.6378
1272.4237	1283.4426
1160.8329	1288.3381
2211.2325	2196.4943
1187.4624	1215.0070
1092.6093	1177.0743
988.1123	1053.0741
993.0272	1030.3058
874.2831	850.1394
1287.5108	1390.9382
1270.1772	1370.6794
1285.8701	1190.0265
1673.4142	1570.4257
1330.8099	1328.8728
2581.4016	2574.0466
1135.4642	1099.8223
1550.3513	1746.1521
2104.4251	2230.3930
1608.5515	1564.0374
1412.6397	1337.0625
1779.2496	1757.7619
1124.1615	1076.2783
1505.7334	1608.4847
1277.4130	1243.8211
1221.4381	1321.3459
2084.2027	2478.3067
939.5802	954.8251
1613.2926	1544.3183
1798.6170	1803.7206
1652.4724	1825.9272
1302.4773	1291.8382
1168.2748	1042.8897
679.8000	653.7729
1024.1304	1081.2072
938.5286	934.4678
951.7384	894.6603
1270.6368	1103.0689
1898.1797	1912.8217
1226.2871	1314.9681
606.6515	596.1141
1120.5035	1111.4437
1060.1547	1093.5095
2147.4301	1939.0103
1857.9096	1934.2133
1959.9010	1904.1158
1938.3230	1809.6486
838.9100	789.6005
1158.7493	1137.0945
1804.4162	1675.4584
1357.8428	1252.0331
1212.3580	1124.7698
966.5361	1122.1453
1128.6908	1140.0342
945.9355	952.4017
1496.3472	1497.6028
1112.7947	1024.5589
1212.8693	1257.2951
1212.3836	1331.6708
1386.0592	1353.6207
1181.1033	1383.1229
809.2521	819.0366
1081.7537	1207.1512
1231.0979	1361.3648
1635.7393	1624.3192
1354.7406	1298.4568
1127.5957	1073.8408
1653.0557	1617.3602
963.5294	1155.8841
1331.8521	1282.4161
1270.1602	1286.3713
1879.6047	1785.6044
1750.8027	1728.8968
1289.1583	1292.2883
1112.5853	1058.0822
1948.0069	1909.7618
1028.9135	985.9412
1400.6302	1564.3344
1510.7137	1465.1106
1022.0788	1103.3753
1168.5350	1140.2456
1143.5471	1120.1156
1128.2376	1096.4082
1023.6572	994.6889
1312.9349	1240.7659
1101.7418	1143.0936
1389.1595	1479.8956
2123.3455	2174.1739
1407.9094	1375.2527
1451.5216	1444.0990
1574.9273	1666.7042
2403.5330	2364.6008
1544.2037	1599.9900
1594.0561	1636.0572
1401.0011	1292.9335
1517.5754	1523.2715
1261.3160	1297.2297
1729.2828	1797.8913
1592.9664	1423.3120
1447.9903	1558.5994
1388.3948	1540.4597
1838.7430	1966.9835
1166.7245	1240.2189
1009.1848	1032.4902
991.1559	1013.3938
1757.1963	1740.0586
1595.6431	1411.6079
953.3735	1039.0371
1376.1497	1255.6687
1266.2614	1240.3346
1185.6576	1116.7569
1219.3310	1187.5172
1873.6512	1698.7392
1231.2311	1130.9947
1174.6263	1203.9813
1396.7333	1412.9154
2050.9113	1964.4330
1417.8857	1794.8808
1314.5406	1492.1836
1223.6805	1320.9065
2061.9777	1895.2185
2028.2160	1980.9944
1488.9889	1838.0601
1581.4003	1568.5965
1375.4814	1398.2210
1425.6781	1318.8321
907.0386	971.5529
1077.0529	1057.2195
1336.6110	1420.9215
757.0832	776.2770
1303.7093	1397.9235
1193.8873	1286.6515
1009.1893	980.0077
1145.3174	1224.0727
1913.5875	2077.6783
1596.8375	1586.0943
1301.4154	1334.7445
1419.4323	1295.7141
2054.4386	1794.5885
1417.9580	1306.9392
1360.2040	1268.3190
1043.8075	1188.8284
2044.9372	2363.3157
1224.2059	1221.1327
1926.7052	1716.3068
1238.7227	1248.4186
1557.2001	1572.3085
1191.1755	1166.7596
1137.5175	1259.3598
1421.4922	1391.3199
1425.3063	1488.0528
1585.8026	1584.4611
950.7350	1006.8818
1254.6521	1170.9761
1515.5468	1549.9497
1204.1619	1221.9845
1433.3998	1517.5322
1308.5106	1173.7764
1215.5850	1130.3446
1032.7023	999.9885
1554.7437	1590.9340
859.3410	1057.6379
760.3164	708.1320
1436.8552	1449.0776
1806.9339	2179.2223
1221.4152	1305.1406
1246.7690	1230.7880
1146.8723	1235.7030
1358.8057	1477.0775
1499.1141	1850.0859
1202.8786	1150.5742
1158.7722	1278.2598
1312.0050	1303.8075
1165.4990	1317.1549
1519.0685	1600.1734
1088.2045	1018.5917
1387.2516	1560.7466
1152.2235	1278.4788
1077.6010	1033.8394
1141.0491	1154.3825
1308.6501	1326.8787
1533.9182	1511.2803
1035.6901	1109.3750
1196.8245	1147.6729
1208.0931	1158.0980
1002.3487	950.6088
1575.6884	1530.5855
1149.6630	1072.9301
1646.6955	1593.1877
1116.2607	1065.2784
1282.3709	1267.1002
1363.2083	1208.2628
1344.4564	1202.5390
1398.3104	1252.5542
1338.1028	1198.7231
1391.6379	1367.4242
1280.8482	1462.9067
871.2009	1004.0369
865.0457	860.5975
2623.4117	2465.4801
1812.5112	1594.2327
981.4260	965.5185
1259.8397	1124.7249
1256.7589	1212.2302
1276.8931	1128.7205
1037.9513	960.0917
1243.1947	1149.9548
1852.2902	1763.0726
1765.8264	1625.1006
1896.7849	1895.1902
1619.5907	1803.1015
1738.6871	1769.0334
1387.7864	1339.2714
2151.1074	2015.2362
1779.6252	1741.3208
1689.1628	1624.2395
2031.8725	1996.3584
1328.7479	1547.1522
1715.7791	1736.2364
1182.1252	1295.6157
2034.9012	2004.8155
2207.5781	2164.3606
1704.8449	1735.1643
1134.4488	1324.9079
1569.1810	1579.3340
1470.9137	1556.2789
2041.7147	1923.3879
1458.9483	1455.3165
1269.6539	1474.2161
2062.8451	1919.6208
1507.7914	1463.0092
1463.1644	1450.3224
1773.2938	1726.7165
2470.8818	2059.5184
1294.6760	1496.9245
1234.6303	1159.9147
1273.6624	1173.7214
953.2308	864.1111
1277.1609	1130.4818
2007.9527	1707.5831
1372.6853	1294.3133
2500.9946	2237.8061
2584.5638	2277.5399
1575.9607	1417.6188
2134.3650	1852.0240
1502.5156	1341.7783
1011.6081	973.2066
2382.1885	2055.1761
1172.5975	1247.6486
767.4829	727.1203
1469.9793	1293.1156
850.4234	808.2679
1481.4297	1287.5733
1211.6456	1179.2095
867.4370	891.9793
1191.5972	1185.0219
2103.2565	1973.1414
1206.5123	1246.9932
781.7116	812.0708
1288.8518	1348.8402
1138.2566	1085.2451
1110.8609	1266.0351
1176.4782	1383.1757
1514.1301	1487.2767
1347.4391	1487.5977
1615.4714	1537.6310
1422.5157	1413.3803
1143.5996	1116.0228
1141.2414	1059.3843
1113.8478	1064.9986
941.9283	937.2604
717.1353	709.7824
1334.2616	1301.7861
1805.1543	1680.2167
2490.4584	2351.6169
1572.2567	1537.0081
1956.4634	1844.6303
1174.2006	1098.7780
1168.0154	1155.7655
1083.6568	1056.0829
1006.5272	970.4216
1594.2798	1631.9366
1398.9046	1396.9277
1292.2744	1214.0556
1080.0880	1132.5515
1421.1636	1339.5309
1292.8055	1278.1882
1468.6878	1535.4397
1447.1230	1509.5152
1369.8416	1396.4956
1474.3405	1459.6527
1395.0082	1357.1673
1421.3947	1534.5723
1030.3912	1118.0116
1241.5974	1332.8833
1359.7231	1525.1269
1887.8165	2161.4081
1218.1314	1252.3218
1369.3575	1306.3231
1254.9554	1224.0964
1125.4017	1069.1735
1188.3783	1148.7824
1332.3637	1228.6688
1428.6896	1438.4092
1447.0895	1482.5994
1246.9707	1222.7502
1194.6271	1409.1778
1450.0621	1526.5209
1141.1858	1342.8675
991.7454	1094.9279
1766.5602	1825.2293
1566.7256	1738.5137
1249.8508	1325.3769
1287.1830	1281.5631
1365.2751	1633.5256
1665.5840	1678.8892
1288.5038	1345.7403
1209.6318	1126.5212
1221.2187	1104.0331
2348.5915	2607.2194
1260.7835	1243.8838
1043.0120	1257.4136
1398.8628	1729.9350
1147.0414	1133.0168
1190.2739	1317.6855
1183.8391	1393.7966
1343.0454	1334.9213
1305.9326	1372.8918
1674.1616	1671.4987
1253.3746	1112.3466
1829.1963	1612.7030
1519.5901	1746.1386
961.6990	1006.8674
1335.1768	1243.6121
1525.4435	1773.5676
969.6092	951.9816
1273.4520	1231.5036
1446.9309	1741.2467
1461.6166	1469.2032
1167.3466	1001.6491
1897.0076	1723.2997
1552.6703	1790.9562
1336.0505	1402.3605
1836.0599	1721.1592
1468.2990	1718.0157
2240.3297	2418.4729
2029.4036	2193.9551
1597.7731	1709.1934
1649.4860	1671.2136
1213.5197	1311.9177
1802.7834	2123.0652
1512.3168	1640.2024
1524.9105	1549.8616
2294.6926	2262.1786
2855.6724	2947.5269
1604.4575	1862.2349
1679.2534	2025.5069
1704.9375	1767.6204
2395.1843	2535.6900
905.1558	943.3117
1142.6001	1338.3445
2202.2037	2560.5287
1462.3895	1520.6962
1540.6577	1778.7037
2220.5934	2303.5542
2127.5136	2066.8386
1167.1624	1078.4563
778.9320	732.3408
1685.2086	1619.2643
1001.6561	954.7418
1409.5889	1465.4440
1030.1500	992.3376
1229.0724	1118.3474
1288.4848	1194.6581
1139.6565	1296.4347
891.6905	860.1668
1176.9329	1104.9833
1148.5552	1293.2266
1051.0048	1008.9039
958.4258	900.3871
1236.3365	1143.5130
1175.8958	1056.7459
1048.1593	1037.5293
1354.4250	1293.5154
1203.2518	1252.9713
1264.3745	1135.7914
1665.6449	1871.4371
1752.1955	1583.0130
1058.9452	1020.1916
1982.7118	1877.8703
1009.5930	946.0370
1514.4002	1663.4978
1072.7418	1050.1867
1259.9230	1256.7995
1955.0136	1680.1920
1003.5935	964.7715
1010.7848	1049.9871
1235.0093	1153.3876
1400.1503	1255.1498
1899.9537	1898.9695
1731.9758	1594.6210
1728.7898	1600.0450
1664.6841	1617.8903
1634.0447	1803.9102
1845.7316	1843.8088
1490.0359	1487.5493
1064.6690	1114.9009
889.2030	862.3410
1739.6908	1557.6977
1730.9809	1826.9554
1608.7259	1718.5668
918.2957	891.8750
720.8502	687.9680
1614.5489	1606.6288
1418.6515	1436.3572
1662.7273	1619.3428
1608.4144	1571.4213
729.5026	702.1538
1733.3098	1582.0970
1729.5112	1599.8922
1399.6325	1409.3594
1053.4505	1084.0498
1751.1882	1790.9503
2147.6261	2153.8688
1612.7495	1783.7430
1089.1469	1048.8947
1675.7864	1616.3134
1113.9197	1102.3892
1183.1319	1308.4311
1277.7511	1491.2056
1115.9570	1127.8905
1126.8500	1300.5137
1221.7127	1216.8324
1602.2818	1781.5802
1266.9933	1235.2117
1357.6012	1511.8843
1521.2981	1567.7404
939.5180	871.1550
1748.3186	1592.5910
1768.3031	1610.4388
1287.8668	1234.3168
977.5387	1032.5953
997.5385	977.6037
1252.9461	1200.9384
1142.1865	1069.7626
1151.4639	1386.1219
1470.3523	1415.7422
2823.9364	2676.7422
1814.5371	1778.5039
1288.9682	1226.1350
1286.3141	1234.2565
1009.1130	976.6427
973.9995	957.8163
748.9887	737.7601
970.7997	913.1270
1727.9502	1660.0879
849.4622	877.9060
1821.6009	1662.2235
1323.4013	1194.4283
1453.6688	1583.7149
1626.5356	1565.7059
1543.0658	1662.2055
1744.4452	1947.3485
1460.5852	1456.2362
1587.8599	1512.2143
1649.0867	1619.4975
1564.2768	1485.0152
1273.9627	1408.3572
1041.2565	1029.3517
1156.0869	1182.4855
1593.9351	1629.6153
1609.0590	1585.1949
1675.5769	1910.5340
1521.0368	1439.9378
1533.1298	1466.1538
1733.7307	1520.0352
1573.1913	1525.6287
1683.0692	1560.8780
1630.1074	1564.3743
1644.6905	1613.7992
1630.8804	1672.3983
1499.0270	1424.1612
1668.0342	1510.1218
1382.5227	1291.1371
1217.2793	1184.0059
1530.3522	1377.2109
2307.3855	2071.5453
2078.4622	1847.0514
1519.6529	1415.0509
1404.8619	1248.8783
1122.3364	1246.1360
961.0957	956.3174
1014.0266	973.7777
1978.6877	1889.4039
3067.1783	2787.4286
1797.3934	1592.2365
1765.4481	1552.3659
866.0889	818.5023
1079.8569	1142.7572
1577.1278	1414.2885
1190.6813	1100.0764
1934.6682	1685.5575
1361.0503	1325.1970
1769.2007	1962.7094
1335.6418	1184.4594
1298.7571	1326.9322
1525.6389	1319.6015
2782.6464	2819.7933
1347.8590	1260.0750
1384.8845	1375.8201
1826.8443	1879.2818
1133.0494	1011.8330
1069.3526	1066.8917
1181.4834	1182.1578
1406.3783	1358.9533
1722.5374	1672.9722
1028.3710	985.3035
1634.9976	1583.9959
1203.0091	1227.8913
2038.6520	1892.3240
1376.2536	1403.4344
1702.0664	1588.2868
997.2427	999.4503
1044.2088	991.7217
884.2924	848.6248
1209.8074	1273.8403
1407.2697	1394.3913
1650.1167	1799.6522
1576.1326	1686.7326
1730.5488	1757.6880
1727.8215	1906.7811
1893.1833	1959.9423
1516.6133	1409.9589
1760.6229	1822.3855
1103.5429	1124.8422
903.1085	957.9541
1490.2047	1349.2513
1263.2898	1209.6041
1709.0570	1838.2968
842.7069	848.0218
1371.5582	1289.9101
2144.8902	2189.4627
1285.0798	1371.3814
1552.4468	1577.2127
1527.5736	1544.8281
1650.8534	1623.9347
1730.9272	1724.7974
1426.7084	1356.5593
1038.6400	962.5014
1516.2154	1623.3937
1188.4826	1135.8446
2287.5150	2163.6670
2361.8355	2253.6630
1318.7960	1225.1808
1440.4045	1411.2222
974.2736	903.7754
2836.1116	2689.3975
1874.4842	1788.5953
1167.5915	1078.5527
1459.1480	1545.5831
1191.1536	1163.2850
810.0148	793.2175
1186.9094	1137.7161
1148.5735	1045.4219
1244.5103	1192.8655
1094.5844	1031.3472
1153.9411	1308.4460
914.0427	854.1136
1612.8788	1814.8862
1414.5102	1287.5982
1043.8798	1032.5299
995.4180	911.7812
1123.6027	1011.7505
1087.8506	1003.2572
1433.7988	1378.8851
1073.5246	1063.7509
1400.3757	1226.0685
1379.5035	1463.8743
1110.8596	1043.7102
1414.3734	1613.1606
1465.2150	1286.4412
2068.3672	1868.4421
813.8053	777.3969
1971.1677	1772.0914
1329.0621	1214.5752
935.4021	880.5629
900.0322	968.0925
1716.1215	1560.4060
1170.6020	1164.5591
832.8379	822.2226
1427.1398	1373.6528
918.0556	1015.8440
1973.8956	2111.0414
2042.6497	2039.8767
1756.3912	1620.0472
1054.0996	991.9783
1690.7072	1495.7831
1400.6841	1514.0317
1037.6045	1188.2037
907.9928	913.9294
1013.5477	1107.1057
1531.9703	1574.6558
1299.8346	1236.9280
1100.7279	1175.8571
1263.2854	1327.0686
2113.1133	2108.0145
1505.6251	1491.8056
1337.5451	1499.0380
1295.5447	1294.2967
1244.9598	1343.9978
1021.0695	1017.9474
1094.0420	1271.3009
1367.4527	1301.9389
1186.4409	1145.8556
1091.6423	1340.6621
1755.2954	1907.1300
1158.0747	1128.8144
955.1450	960.2094
1396.3789	1311.0351
1025.9654	1117.3254
926.0864	944.2616
1099.4399	1092.3347
1437.7754	1503.9548
1240.1395	1161.0396
1103.4935	1181.3276
1068.7076	1058.7804
1218.3989	1279.9559
631.2511	605.1041
1225.7814	1160.0664
1268.0205	1189.1720
1526.0577	1641.0835
2005.6129	1897.8298
950.1937	1047.2803
1176.8080	1108.1661
985.3375	997.9860
2090.6473	1904.0144
1355.0565	1732.5175
1037.0723	1065.0324
1443.3004	1401.1378
1694.9330	1551.6981
1376.7178	1261.1047
1478.2835	1577.9404
1268.3481	1267.6502
1003.9004	1001.4939
1275.5336	1421.1608
1384.7014	1231.6554
1371.8681	1234.5469
1632.7161	1473.5980
1471.6202	1307.0719
1601.4837	1631.5784
1374.3046	1382.6645
1525.6376	1339.9563
971.5663	998.9585
1624.1345	1532.9941
1216.2923	1303.7450
1142.0626	1017.5864
1729.9370	1507.8322
1229.0899	1212.1856
1396.1694	1413.3163
1901.3848	1678.5518
1196.4940	1144.9179
2014.9705	1919.6489
2292.9719	2241.7404
983.6132	984.0361
2513.7221	2416.2750
1229.5902	1190.0849
2879.5694	2787.4747
1807.5967	1669.4110
2227.5938	2005.6071
917.0660	937.6870
1040.0553	992.4696
888.6147	870.1523
2271.2012	2142.5408
1191.6199	1252.4999
1066.0999	1022.2769
1281.5155	1130.0226
964.6321	904.5750
2040.6523	1864.8040
1180.8789	1235.1352
941.4484	925.6776
2936.7261	2865.1792
1779.8107	1619.3937
1095.7039	1059.7235
1236.2872	1288.1428
958.8290	892.1138
1337.5332	1349.1353
1160.2694	1124.0236
1515.4184	1509.9738
877.2263	832.5593
1288.2496	1239.7907
1571.9189	1526.8880
956.4502	871.6014
1416.9831	1321.1003
1152.6517	1109.5238
1044.9277	972.4341
834.3662	828.7261
1271.3815	1342.2019
1066.8430	1072.3996
1718.7036	1698.3304
895.3228	869.8448
1422.6799	1490.7424
1403.3880	1605.9866
1975.8343	2088.6034
1466.6632	1471.8770
1531.1019	1618.6538
2200.0964	2264.2107
1178.4668	1269.6933
1447.9406	1434.2611
1507.4754	1441.8037
1757.2265	1895.9713
1490.9745	1514.7145
1652.7299	1677.8296
1494.6939	1474.3002
2457.4607	2588.9747
1525.9728	1517.4518
1364.6065	1281.4117
1520.2401	1557.1333
1003.0798	1000.8736
1327.3688	1187.0628
2228.0368	2141.2419
2085.8555	1895.8317
1051.6596	1120.5387
1099.8945	1027.7466
1355.2461	1196.6925
1450.3131	1252.4284
1492.6875	1547.9037
1781.8328	1659.0817
1067.4577	1004.2624
1309.3590	1166.0497
1113.0045	1021.4108
909.5339	868.5511
838.9225	938.3123
969.0965	917.3663
1336.1171	1166.7112
1549.2021	1510.8382
1050.5080	984.0549
1277.0458	1104.6805
1106.2658	1035.3483
1208.8801	1404.4597
1231.1690	1150.4647
1170.8817	1307.2735
1324.4406	1389.5384
1394.8656	1472.9294
1078.0005	1035.9064
1060.5602	990.0884
1267.3366	1181.7144
2171.6726	2326.2900
1835.7914	1730.9359
1056.8623	975.7325
961.9137	1021.7549
1189.1093	1216.9425
1087.1720	1081.6839
1140.6095	1057.7883
911.4829	975.0877
907.2188	840.0530
973.8219	900.9029
1394.6663	1467.3026
1130.2809	1069.0851
1095.5483	1241.4226
1013.4446	941.9915
1661.7873	1578.1347
1524.6505	1475.7669
1738.8453	1615.4922
2107.5922	1976.0028
1115.1722	1177.3058
1339.1046	1614.7712
1575.6618	1613.5966
1782.5092	1662.6458
1371.2906	1578.2712
1228.3835	1196.6340
2346.7083	2253.2701
1406.7733	1526.2172
1713.5349	1608.4847
1566.4900	1775.7123
1407.2033	1503.9541
972.9198	968.4147
1495.2789	1461.0448
1050.1900	1154.7467
1179.2264	1283.0491
