# d_ij	D_ij  (Smith-Waterman)
114.0000	1429.9091
82.0000	1201.2260
111.0000	1941.2645
93.0000	1066.7802
90.0000	926.9477
104.0000	1240.7498
92.0000	1019.3939
84.0000	926.4707
92.0000	1653.2671
114.0000	1520.1368
127.0000	1627.7997
100.0000	1342.9788
65.0000	672.1756
55.0000	645.2627
82.0000	1285.6811
74.0000	964.2987
77.0000	882.7752
96.0000	1058.0170
82.0000	835.3730
55.0000	629.3393
82.0000	979.9020
49.0000	670.5311
91.0000	1170.3931
66.0000	883.1059
105.0000	1626.2337
72.0000	759.9737
74.0000	940.1021
83.0000	928.6959
64.0000	708.7679
78.0000	928.0690
79.0000	1395.8381
84.0000	979.3243
104.0000	1542.7443
79.0000	858.0373
74.0000	1087.9596
80.0000	1633.3352
63.0000	866.6418
88.0000	1068.3801
113.0000	1139.7210
77.0000	1488.0202
92.0000	1289.1703
97.0000	1300.2108
84.0000	1744.1319
104.0000	1578.6855
68.0000	858.3659
48.0000	561.0882
92.0000	1903.2078
71.0000	893.1629
45.0000	753.2410
62.0000	832.5575
49.0000	603.3871
60.0000	637.0212
55.0000	800.5073
32.0000	648.0833
50.0000	1209.1088
61.0000	1094.6872
36.0000	673.8486
63.0000	973.6509
52.0000	822.6129
64.0000	770.0649
81.0000	849.0253
78.0000	1059.1525
68.0000	806.5135
66.0000	860.5045
51.0000	790.9008
92.0000	1196.3428
75.0000	945.4713
79.0000	1036.9320
81.0000	1407.2370
90.0000	1641.5127
81.0000	1027.8463
79.0000	942.0340
91.0000	1118.5258
78.0000	1079.8055
77.0000	967.1256
93.0000	1027.8969
41.0000	679.7088
62.0000	896.5579
79.0000	984.7781
58.0000	705.7138
99.0000	1579.0288
76.0000	1349.6889
77.0000	1084.3560
57.0000	652.4937
70.0000	1120.7390
72.0000	887.7702
57.0000	669.1158
80.0000	1015.9843
90.0000	970.8017
90.0000	1229.6569
95.0000	1119.4231
94.0000	1211.0178
90.0000	1156.6486
70.0000	948.3185
99.0000	979.2140
83.0000	927.5753
102.0000	1028.2315
100.0000	1126.5753
84.0000	930.4171
85.0000	1002.1716
37.0000	597.0628
67.0000	802.6382
90.0000	1510.6250
83.0000	1065.5158
70.0000	954.9639
51.0000	774.5528
100.0000	1107.1838
102.0000	1372.8525
86.0000	1043.9368
114.0000	1132.1007
104.0000	1067.3594
103.0000	1269.0831
101.0000	1003.8107
104.0000	1615.3761
72.0000	968.8302
108.0000	1156.4307
89.0000	1042.6984
134.0000	1874.8515
85.0000	1176.2840
76.0000	1124.0516
85.0000	1000.2780
86.0000	1658.4993
119.0000	1152.1059
35.0000	476.0042
60.0000	887.5292
75.0000	1249.9968
43.0000	647.6635
59.0000	694.0461
94.0000	2185.9616
90.0000	1254.1356
118.0000	1579.2872
76.0000	939.2678
116.0000	1467.8052
70.0000	879.0950
68.0000	836.8584
90.0000	1135.0207
71.0000	1025.6998
89.0000	1179.5101
92.0000	1119.6696
67.0000	848.5588
76.0000	736.3450
77.0000	896.2299
63.0000	724.1795
74.0000	924.7789
63.0000	809.8914
50.0000	530.7768
90.0000	1298.8965
95.0000	1135.3643
60.0000	797.2076
85.0000	1106.4231
84.0000	1155.1156
91.0000	988.5120
101.0000	1344.8078
63.0000	727.1231
82.0000	900.5398
66.0000	821.3136
86.0000	1053.4951
83.0000	1135.4030
84.0000	1011.7885
81.0000	1234.9947
80.0000	834.8102
91.0000	1065.5571
113.0000	1509.1044
82.0000	1146.7537
89.0000	926.5312
76.0000	1151.9028
94.0000	1168.4331
97.0000	1011.8280
76.0000	1013.1436
66.0000	854.4472
84.0000	1044.5133
36.0000	518.6097
66.0000	789.1489
78.0000	914.7743
86.0000	1178.5177
71.0000	871.6903
77.0000	997.1499
89.0000	936.1602
84.0000	737.8835
114.0000	1121.5935
105.0000	1120.1446
94.0000	938.5265
77.0000	865.0156
108.0000	2035.1088
79.0000	998.8934
75.0000	1073.4598
62.0000	791.2572
50.0000	629.9492
83.0000	1086.8026
82.0000	892.8561
58.0000	846.1844
89.0000	1140.4543
64.0000	1202.5589
73.0000	944.4808
85.0000	1071.5503
97.0000	1056.8690
96.0000	923.5432
82.0000	1077.0237
81.0000	975.3379
90.0000	967.1939
80.0000	793.8992
96.0000	974.2936
70.0000	675.2866
69.0000	846.2506
62.0000	604.4138
67.0000	1156.1540
60.0000	1041.4432
76.0000	954.7000
69.0000	693.6829
69.0000	1112.8001
75.0000	918.1438
75.0000	922.7719
107.0000	1271.9135
63.0000	695.3474
81.0000	1151.4495
89.0000	1076.1840
80.0000	1351.7766
98.0000	1161.1890
50.0000	867.4768
61.0000	1095.7317
108.0000	1027.4921
67.0000	995.4396
93.0000	1290.4030
97.0000	984.5263
65.0000	857.9068
70.0000	1211.1680
91.0000	1117.1195
90.0000	808.5864
71.0000	853.6486
93.0000	1007.6845
84.0000	1057.5935
55.0000	1002.1716
81.0000	949.2460
80.0000	879.3247
73.0000	626.6961
69.0000	1069.9776
84.0000	1035.7181
64.0000	1003.4899
97.0000	908.6804
90.0000	1000.0460
54.0000	762.8447
61.0000	1075.6449
77.0000	1013.5699
88.0000	1803.1328
59.0000	712.5532
38.0000	708.0226
97.0000	1625.5522
51.0000	649.8030
106.0000	1132.7665
67.0000	789.4175
52.0000	833.7218
46.0000	727.0791
81.0000	1115.6003
122.0000	2521.5210
53.0000	853.9110
77.0000	925.1746
91.0000	1097.2675
91.0000	1286.8862
74.0000	795.7889
49.0000	748.8471
97.0000	1410.1135
74.0000	847.5919
48.0000	704.4430
80.0000	975.9303
97.0000	1025.7856
93.0000	922.5075
83.0000	1275.5501
80.0000	942.0764
96.0000	1228.6090
89.0000	1013.5936
77.0000	907.7290
82.0000	795.8216
68.0000	966.6168
112.0000	1400.6113
85.0000	959.0433
67.0000	866.9325
89.0000	1059.3111
86.0000	978.4805
109.0000	1309.4869
57.0000	812.4457
50.0000	593.1307
78.0000	941.2099
73.0000	685.8367
88.0000	796.7886
93.0000	852.1244
113.0000	1534.3103
67.0000	768.8095
105.0000	1306.6063
60.0000	789.4200
60.0000	929.6472
76.0000	846.1347
76.0000	884.9158
101.0000	1238.5911
90.0000	1052.4220
76.0000	972.8453
103.0000	1641.1715
98.0000	2111.3920
98.0000	1796.5845
112.0000	1078.0946
91.0000	978.4089
70.0000	1079.0310
77.0000	952.6909
73.0000	776.0490
104.0000	1435.1711
63.0000	724.9966
83.0000	980.3326
62.0000	1032.0019
62.0000	1061.5894
77.0000	1240.4080
80.0000	1113.5708
54.0000	812.2684
50.0000	739.8946
51.0000	858.2377
64.0000	746.6994
110.0000	2115.8308
102.0000	1465.3573
96.0000	909.9714
61.0000	997.5670
77.0000	835.7823
72.0000	754.6416
70.0000	872.4173
83.0000	958.4216
80.0000	1076.0074
69.0000	902.3237
97.0000	1132.1042
97.0000	878.3325
68.0000	682.0117
57.0000	638.1191
77.0000	1312.2759
69.0000	913.4134
80.0000	758.2295
85.0000	795.9271
86.0000	1046.9327
83.0000	751.4386
117.0000	1997.8679
44.0000	784.8235
54.0000	616.9408
68.0000	817.7726
61.0000	737.2896
74.0000	961.4427
102.0000	1584.4381
98.0000	2357.5385
106.0000	2579.8953
54.0000	894.0940
68.0000	788.2563
98.0000	1359.2233
68.0000	1581.0414
108.0000	1184.6333
88.0000	1065.0915
81.0000	1046.3097
88.0000	1050.6151
95.0000	1083.5663
83.0000	946.4946
71.0000	1178.6077
84.0000	821.5911
110.0000	1242.1465
92.0000	1302.9490
92.0000	1218.4006
86.0000	888.3288
68.0000	825.5253
74.0000	1099.0833
82.0000	978.5826
90.0000	1100.5798
84.0000	1092.4468
88.0000	951.9475
119.0000	1123.1723
106.0000	2131.3967
84.0000	1544.8042
101.0000	1457.4704
74.0000	1100.0327
92.0000	1114.3698
74.0000	999.2417
81.0000	907.9714
106.0000	1505.1286
116.0000	1037.2232
103.0000	1543.4675
113.0000	1280.1453
55.0000	731.4233
94.0000	1359.6603
90.0000	1148.9839
65.0000	1022.3561
89.0000	843.0587
75.0000	703.7869
98.0000	1158.4800
67.0000	1130.7573
53.0000	596.4126
65.0000	892.4909
74.0000	874.9880
67.0000	1030.3300
66.0000	751.8776
64.0000	755.7566
86.0000	961.0307
69.0000	695.9971
51.0000	594.4577
97.0000	1390.9867
69.0000	973.4126
88.0000	932.8558
94.0000	1143.8339
77.0000	969.3276
105.0000	1118.0751
89.0000	1290.1705
39.0000	764.3272
71.0000	955.8263
77.0000	1124.1619
105.0000	974.5419
89.0000	975.9816
93.0000	1109.4413
88.0000	1494.9100
83.0000	1282.1498
120.0000	1262.6480
92.0000	1738.5925
64.0000	802.2119
94.0000	1443.0703
101.0000	1299.9954
88.0000	896.4642
75.0000	720.9521
89.0000	1080.0574
89.0000	961.4635
91.0000	902.7757
73.0000	927.6012
59.0000	737.9621
56.0000	720.8939
73.0000	1028.7293
75.0000	830.9296
86.0000	1444.9055
56.0000	1232.2321
32.0000	491.1334
71.0000	879.7250
72.0000	969.3751
104.0000	1083.6494
97.0000	1243.8151
86.0000	1527.2852
89.0000	1181.5735
100.0000	1279.0668
94.0000	1260.7775
77.0000	996.3152
92.0000	1234.0600
83.0000	1332.5389
79.0000	1122.7769
93.0000	1077.7105
114.0000	1282.4664
122.0000	1859.8290
69.0000	1063.8064
72.0000	619.8226
95.0000	1042.5872
74.0000	1195.4547
59.0000	607.7664
75.0000	845.5365
52.0000	1067.7078
89.0000	1060.0849
77.0000	967.0843
95.0000	1308.5366
60.0000	837.7947
102.0000	1241.9404
105.0000	2124.5790
102.0000	1113.7055
79.0000	1023.0249
80.0000	1241.6521
92.0000	1059.8811
91.0000	1110.1009
88.0000	1076.0966
83.0000	1003.7908
83.0000	969.8557
98.0000	1144.9000
49.0000	663.8765
78.0000	1058.8938
83.0000	964.0726
63.0000	758.5012
82.0000	929.7677
77.0000	1171.2335
92.0000	937.5884
79.0000	872.1949
106.0000	1378.9315
55.0000	596.6339
67.0000	810.7355
60.0000	728.0934
74.0000	1042.7157
76.0000	889.8719
86.0000	1040.1404
85.0000	1075.4329
72.0000	769.3712
95.0000	1090.4586
99.0000	1264.1313
82.0000	1186.8530
77.0000	993.8994
88.0000	1173.8262
59.0000	982.0244
94.0000	1257.9618
87.0000	1403.4914
89.0000	1123.4465
95.0000	1172.2235
79.0000	1287.9736
90.0000	1095.7171
90.0000	1119.6160
94.0000	954.3417
56.0000	981.8065
60.0000	799.3622
84.0000	1416.6058
43.0000	634.6999
85.0000	1138.4569
85.0000	905.7262
79.0000	1368.1798
90.0000	1594.3776
72.0000	1070.4167
84.0000	1468.1499
89.0000	903.8031
64.0000	763.3348
100.0000	1103.8949
62.0000	977.6298
81.0000	930.7997
81.0000	1031.2652
80.0000	1051.5474
76.0000	898.0601
71.0000	825.1473
85.0000	1085.3073
124.0000	1420.1789
93.0000	1149.5512
91.0000	986.2474
78.0000	930.8577
74.0000	1221.3419
84.0000	920.5194
91.0000	1026.8223
97.0000	1067.6985
69.0000	846.4254
88.0000	1505.7809
96.0000	1394.7573
61.0000	1043.1433
87.0000	758.8333
73.0000	837.4079
82.0000	888.6732
90.0000	890.9725
85.0000	962.8562
56.0000	630.2571
92.0000	1113.5583
57.0000	717.2698
78.0000	1299.5076
56.0000	646.1548
101.0000	1529.8457
76.0000	1127.4378
97.0000	1835.6917
70.0000	1122.2068
44.0000	716.6617
108.0000	2128.8936
82.0000	1261.7290
82.0000	864.0208
59.0000	649.4398
88.0000	1285.1786
99.0000	1495.9559
68.0000	1632.0515
100.0000	1063.8289
82.0000	1185.7268
79.0000	938.9760
98.0000	982.7146
108.0000	1242.7196
52.0000	659.3027
86.0000	942.7746
65.0000	895.3681
78.0000	1119.8357
102.0000	1213.9605
98.0000	1284.4361
109.0000	1522.7383
112.0000	1754.6521
78.0000	1631.7169
76.0000	1761.9909
62.0000	926.8829
78.0000	1643.8272
34.0000	736.4863
84.0000	1650.4060
39.0000	609.1141
61.0000	1279.8266
73.0000	1348.0460
32.0000	598.5449
76.0000	1476.1680
74.0000	1027.6420
87.0000	1448.8464
79.0000	942.0807
51.0000	811.2534
80.0000	1044.5612
76.0000	1143.1990
77.0000	976.6494
87.0000	1044.1398
130.0000	1500.5866
132.0000	1503.1979
91.0000	1445.9087
58.0000	716.2737
103.0000	1365.0861
105.0000	1221.5842
102.0000	1128.9039
121.0000	2031.2351
101.0000	1173.3388
96.0000	880.0068
95.0000	1787.0411
103.0000	1312.2515
94.0000	1430.7061
96.0000	1095.5674
49.0000	765.1849
96.0000	1255.7739
85.0000	1266.6096
78.0000	897.3739
109.0000	1102.0835
100.0000	1186.8159
82.0000	901.6407
52.0000	860.9297
54.0000	750.2160
74.0000	1250.6111
74.0000	1200.7947
79.0000	1291.2273
58.0000	1222.7232
53.0000	885.5032
91.0000	1760.8873
56.0000	867.4261
40.0000	802.2119
76.0000	1254.9374
69.0000	1259.2363
75.0000	1180.5575
103.0000	1401.4607
102.0000	1845.9350
109.0000	1525.0980
92.0000	1508.5145
83.0000	1651.1317
101.0000	1267.1180
85.0000	968.8075
53.0000	709.1262
76.0000	931.8197
37.0000	565.8304
99.0000	1064.8925
68.0000	1118.1055
90.0000	1831.9214
73.0000	1433.8438
68.0000	1108.0289
96.0000	1146.6543
82.0000	1244.2058
73.0000	903.7588
62.0000	848.3325
80.0000	939.4211
80.0000	1208.3410
82.0000	1164.0859
67.0000	962.9102
103.0000	1080.1241
85.0000	1067.6722
76.0000	1068.3352
75.0000	898.0757
63.0000	739.6999
63.0000	788.8853
75.0000	895.2966
88.0000	1042.4855
75.0000	860.1744
82.0000	985.9452
79.0000	913.0893
89.0000	967.9442
94.0000	899.5688
114.0000	1689.4094
89.0000	987.7064
56.0000	672.8596
66.0000	720.3416
66.0000	1081.6395
82.0000	908.6672
88.0000	1018.9092
52.0000	559.4497
73.0000	733.0239
68.0000	885.5145
75.0000	1044.1475
73.0000	752.7045
73.0000	1513.1781
120.0000	1695.5400
95.0000	1412.0552
95.0000	1800.7543
107.0000	1461.0667
66.0000	798.2481
91.0000	1064.0132
83.0000	1084.6732
90.0000	1085.2594
74.0000	1080.1852
68.0000	773.2503
56.0000	844.5898
94.0000	1211.7607
109.0000	1567.6466
70.0000	932.5664
74.0000	920.0217
58.0000	618.6404
83.0000	859.9419
79.0000	879.3202
77.0000	736.7306
69.0000	920.6541
54.0000	625.1016
47.0000	709.9831
88.0000	1015.4270
71.0000	754.4084
81.0000	1084.0867
73.0000	1263.4255
81.0000	984.3475
97.0000	1293.6197
95.0000	1231.5145
44.0000	565.1230
81.0000	1135.7271
67.0000	799.4873
71.0000	779.0122
79.0000	847.6957
77.0000	1036.7198
33.0000	763.5837
81.0000	1124.5568
84.0000	889.2536
75.0000	1597.3215
101.0000	1588.9707
100.0000	1144.0122
90.0000	1804.7116
71.0000	827.5917
55.0000	979.2303
96.0000	1615.3365
64.0000	895.3055
49.0000	716.3882
54.0000	1070.8128
71.0000	917.8780
77.0000	1047.8187
54.0000	629.0723
84.0000	1025.5847
91.0000	1126.0497
60.0000	627.6050
70.0000	805.6898
93.0000	1172.1177
97.0000	1154.3362
79.0000	1167.0870
63.0000	996.1265
83.0000	1019.7156
97.0000	913.4046
88.0000	1188.8785
75.0000	1037.9961
113.0000	1249.7312
59.0000	900.7264
85.0000	983.5385
93.0000	1732.6615
72.0000	1126.6002
42.0000	645.0240
97.0000	1903.6754
75.0000	1202.2130
79.0000	762.9548
90.0000	1107.9386
88.0000	1198.4957
79.0000	903.1213
99.0000	1130.0920
109.0000	861.2340
68.0000	1493.4309
102.0000	1056.8671
89.0000	1197.9265
96.0000	945.0312
68.0000	1554.6807
82.0000	1016.5451
70.0000	842.6150
81.0000	1093.2795
102.0000	1117.2699
87.0000	774.5373
98.0000	866.0808
66.0000	875.9406
49.0000	826.8857
80.0000	946.5685
65.0000	733.9128
93.0000	1577.4169
63.0000	1126.8665
64.0000	882.1315
90.0000	1056.3674
91.0000	1245.6918
99.0000	1174.8889
77.0000	922.9973
57.0000	780.0385
76.0000	1044.5592
98.0000	1825.2835
116.0000	1731.3197
124.0000	1352.3653
98.0000	675.5087
121.0000	1767.4581
110.0000	1478.9077
76.0000	957.8351
82.0000	1363.3165
75.0000	968.4441
97.0000	1039.8942
96.0000	978.0532
126.0000	1855.4622
101.0000	1075.4069
83.0000	957.7662
74.0000	845.0112
71.0000	1266.6160
87.0000	1170.3179
89.0000	1224.4558
102.0000	1209.6644
94.0000	1338.3318
82.0000	1014.9167
120.0000	1593.1905
50.0000	653.1187
122.0000	1336.8081
93.0000	1010.7285
86.0000	1025.5262
71.0000	999.9220
85.0000	978.5275
77.0000	1123.4856
112.0000	1566.8414
98.0000	1098.9722
54.0000	1006.4174
94.0000	852.7462
95.0000	1079.3795
88.0000	811.6034
64.0000	1243.5433
121.0000	1437.5910
61.0000	1027.1884
87.0000	1066.2589
74.0000	946.4016
73.0000	767.3409
49.0000	814.0344
64.0000	834.8126
73.0000	1006.5923
77.0000	999.3618
75.0000	960.6186
123.0000	2072.1284
128.0000	2051.3937
105.0000	2006.6320
116.0000	1923.5654
109.0000	1971.8225
67.0000	692.3612
65.0000	797.1876
63.0000	940.3935
65.0000	629.4474
61.0000	673.1211
97.0000	1182.5616
76.0000	1000.1140
35.0000	774.6509
79.0000	1200.3350
83.0000	1107.6299
66.0000	921.7982
41.0000	559.3389
76.0000	1018.2181
81.0000	1043.5995
61.0000	835.6530
94.0000	1042.1977
97.0000	1048.5972
58.0000	772.0466
73.0000	801.6807
91.0000	880.8700
45.0000	739.8567
63.0000	759.3497
91.0000	872.0665
80.0000	947.7004
96.0000	951.7205
61.0000	1107.4060
82.0000	837.5154
99.0000	1216.9815
64.0000	795.5074
85.0000	904.3384
71.0000	786.7579
53.0000	673.6319
81.0000	973.1208
91.0000	1217.7438
75.0000	892.9121
76.0000	930.6772
86.0000	969.3916
73.0000	791.2041
87.0000	1170.2666
75.0000	829.4697
80.0000	1015.9331
69.0000	987.4918
79.0000	923.9372
72.0000	756.5236
78.0000	782.0997
80.0000	968.3677
107.0000	1547.9910
60.0000	851.5374
83.0000	845.7494
98.0000	1122.4776
95.0000	919.7152
71.0000	927.6141
72.0000	582.6834
106.0000	1042.2879
57.0000	1020.3744
97.0000	1003.6314
99.0000	1254.7621
66.0000	990.8279
67.0000	976.1537
72.0000	1243.4999
68.0000	620.0000
68.0000	668.2185
73.0000	1026.1131
125.0000	1656.2355
99.0000	1253.3204
85.0000	1007.7400
101.0000	1138.3796
79.0000	798.2055
70.0000	719.6277
72.0000	1129.0988
69.0000	931.6759
80.0000	867.8272
84.0000	907.4602
95.0000	1147.9390
70.0000	931.1842
75.0000	1090.9427
66.0000	649.6491
69.0000	701.3387
89.0000	1462.0328
90.0000	1124.5355
79.0000	999.2057
73.0000	889.2041
79.0000	1016.4035
78.0000	982.9405
72.0000	935.0829
69.0000	853.3206
76.0000	928.6916
76.0000	898.6123
87.0000	989.3008
79.0000	830.5203
67.0000	973.5071
86.0000	873.5674
82.0000	1198.4407
98.0000	1133.9418
64.0000	913.3499
95.0000	1346.9774
91.0000	1041.7543
89.0000	1202.2296
112.0000	1153.2979
102.0000	1258.2893
98.0000	864.2800
76.0000	1147.5417
101.0000	1086.7511
110.0000	1026.4482
95.0000	848.7709
107.0000	931.4269
136.0000	1679.7905
107.0000	2646.5034
125.0000	2579.6038
48.0000	692.5518
78.0000	1016.6435
61.0000	689.3562
80.0000	893.4047
65.0000	754.4508
76.0000	1673.3093
73.0000	1743.6617
73.0000	1513.3023
101.0000	1315.4087
83.0000	975.0631
96.0000	1208.1622
79.0000	1432.0377
94.0000	1481.4277
81.0000	1067.8108
94.0000	849.2609
75.0000	868.7946
72.0000	1171.8123
73.0000	1064.7385
60.0000	725.0269
53.0000	711.6319
79.0000	1068.7432
98.0000	1097.5974
68.0000	768.0807
71.0000	835.6626
85.0000	975.5962
70.0000	866.1524
50.0000	629.7015
81.0000	909.2304
74.0000	1081.3251
91.0000	1362.2731
100.0000	1151.4669
75.0000	940.5254
75.0000	727.2991
76.0000	925.8553
92.0000	1416.2231
85.0000	923.9329
78.0000	1021.4930
82.0000	1040.1769
94.0000	1277.4287
76.0000	1171.4794
62.0000	783.1884
101.0000	2053.3826
56.0000	717.4343
82.0000	1257.7408
55.0000	802.6431
138.0000	1450.1021
122.0000	1044.2873
87.0000	1311.3001
75.0000	1103.9112
60.0000	660.1000
134.0000	1647.7694
73.0000	1060.5112
114.0000	1160.1034
71.0000	1236.6810
95.0000	1358.0884
63.0000	869.6965
67.0000	862.7190
69.0000	1027.3792
87.0000	1156.4930
66.0000	819.1557
35.0000	641.1770
74.0000	1064.3721
100.0000	1118.8637
112.0000	1293.0058
77.0000	835.0162
69.0000	774.3410
89.0000	1117.0300
115.0000	1554.3294
69.0000	818.9921
78.0000	921.1406
72.0000	1025.0834
74.0000	893.2413
62.0000	949.8547
71.0000	782.7720
59.0000	811.3125
63.0000	1052.3402
75.0000	949.5536
91.0000	1101.4445
97.0000	1033.2492
69.0000	1247.1071
100.0000	1283.4812
123.0000	1308.2706
109.0000	1725.3811
114.0000	924.8611
66.0000	1039.3055
74.0000	753.0179
63.0000	699.6428
58.0000	785.9822
66.0000	603.1716
92.0000	1064.8155
86.0000	859.3393
97.0000	929.5870
82.0000	707.5818
115.0000	1572.4490
87.0000	1051.5722
56.0000	656.7983
100.0000	1035.7896
80.0000	775.2367
89.0000	1002.0519
96.0000	1109.7441
75.0000	817.8337
68.0000	1005.9443
94.0000	1193.7521
76.0000	938.6884
68.0000	930.9458
109.0000	1255.0235
69.0000	702.3760
92.0000	1234.2512
58.0000	592.8507
74.0000	775.6210
68.0000	790.4454
52.0000	741.7034
38.0000	454.6075
87.0000	1036.7661
113.0000	1480.9956
77.0000	1091.6868
69.0000	1030.0621
76.0000	968.1673
82.0000	1679.9798
70.0000	1177.6519
55.0000	822.3211
57.0000	1031.0674
103.0000	1088.2739
97.0000	1189.0786
87.0000	1425.7840
99.0000	957.1144
80.0000	1626.5055
95.0000	1184.8932
101.0000	1445.9696
74.0000	1025.5438
92.0000	1283.9844
79.0000	1326.6544
79.0000	938.5116
73.0000	892.8404
74.0000	874.9903
99.0000	1128.9057
54.0000	783.1679
89.0000	1130.7184
63.0000	753.4905
57.0000	766.7829
99.0000	1489.8926
73.0000	855.3245
87.0000	819.0556
92.0000	1109.8072
60.0000	804.6217
88.0000	1451.6005
77.0000	906.8429
73.0000	698.5098
77.0000	1518.5875
80.0000	906.5186
71.0000	772.8777
71.0000	594.7537
88.0000	1361.7738
54.0000	761.1885
58.0000	1210.7650
40.0000	450.4398
53.0000	909.1073
88.0000	1019.3331
57.0000	781.0326
82.0000	1446.4163
100.0000	1142.2119
114.0000	1146.4676
78.0000	1002.0000
46.0000	631.2654
75.0000	1434.4462
104.0000	1274.6356
71.0000	640.8650
101.0000	1008.7517
103.0000	1014.7335
88.0000	943.2900
84.0000	946.5643
55.0000	713.1984
83.0000	1175.7500
53.0000	680.4792
56.0000	814.9748
67.0000	1045.9962
33.0000	512.8080
72.0000	885.6117
45.0000	704.9397
90.0000	1646.5151
67.0000	826.9680
45.0000	496.3990
93.0000	1147.7508
78.0000	1029.8116
104.0000	1379.3158
70.0000	842.6221
87.0000	942.3312
108.0000	1749.7920
96.0000	1335.6002
111.0000	1292.5463
59.0000	684.0906
81.0000	1075.4850
106.0000	1361.1304
88.0000	1233.7504
107.0000	1308.9767
95.0000	2040.1814
112.0000	1149.2989
110.0000	1167.1092
95.0000	1150.5077
66.0000	762.7477
114.0000	1079.1960
98.0000	1032.9356
68.0000	1122.4349
80.0000	1232.3068
100.0000	895.0017
77.0000	988.9044
83.0000	1033.2957
98.0000	847.4220
96.0000	1433.5090
92.0000	1222.0638
107.0000	1186.6811
107.0000	1263.9763
75.0000	965.3828
70.0000	1043.9272
111.0000	1797.3992
86.0000	1047.3548
74.0000	847.7806
71.0000	1134.7229
117.0000	1190.8367
80.0000	723.0795
73.0000	762.9443
77.0000	1033.3189
92.0000	1010.4534
76.0000	1054.3605
85.0000	1351.1906
97.0000	945.4290
106.0000	1199.9100
93.0000	992.0423
123.0000	976.1537
90.0000	1212.2145
85.0000	1318.0668
84.0000	1571.1512
90.0000	1291.0182
83.0000	1446.4536
74.0000	950.4252
53.0000	784.4208
63.0000	1003.8944
86.0000	1114.2441
61.0000	668.3682
100.0000	1019.5587
85.0000	904.1438
105.0000	1450.1490
81.0000	968.5350
83.0000	902.0576
77.0000	961.9917
65.0000	1075.0237
85.0000	939.6148
101.0000	1289.0912
109.0000	1386.8165
60.0000	799.2572
72.0000	952.5902
52.0000	649.0578
107.0000	1507.0435
66.0000	1213.5732
106.0000	1453.1469
79.0000	760.8600
84.0000	988.4189
75.0000	1201.8569
85.0000	982.5212
91.0000	1031.6608
80.0000	1195.4815
83.0000	1460.6752
75.0000	1134.7934
83.0000	1210.3438
109.0000	1242.1771
84.0000	1031.6821
70.0000	630.9358
44.0000	831.5239
67.0000	708.8836
62.0000	812.4998
76.0000	1215.7631
79.0000	1377.5355
75.0000	869.2042
77.0000	1268.8782
40.0000	691.3841
67.0000	952.9050
100.0000	1137.3425
68.0000	690.6084
75.0000	898.9883
83.0000	1059.2847
59.0000	954.3857
91.0000	940.2149
72.0000	919.1801
46.0000	850.3223
72.0000	1042.3358
83.0000	887.9392
82.0000	1035.5192
68.0000	908.8102
81.0000	892.7642
78.0000	922.5833
76.0000	846.5932
107.0000	1350.6576
101.0000	1017.6424
62.0000	990.3575
86.0000	982.3849
40.0000	520.3768
59.0000	775.2135
110.0000	1403.6880
100.0000	1194.7050
90.0000	1149.5947
73.0000	1079.6092
62.0000	856.9154
59.0000	868.5183
120.0000	1971.1043
109.0000	1189.8555
114.0000	864.0208
103.0000	1549.5922
112.0000	1239.5402
94.0000	1320.6559
104.0000	1098.0328
84.0000	1261.9223
93.0000	1235.3121
94.0000	1096.9977
78.0000	987.1859
64.0000	767.8125
84.0000	1427.1398
36.0000	513.0926
68.0000	1108.6496
57.0000	829.5372
93.0000	1823.0272
79.0000	1211.0970
85.0000	1205.9635
51.0000	681.9941
110.0000	1228.6025
91.0000	1583.0616
57.0000	956.0523
65.0000	1183.6131
74.0000	1121.5382
113.0000	2166.5336
75.0000	764.2329
66.0000	852.8728
99.0000	1100.5944
72.0000	938.2921
64.0000	1106.8315
83.0000	914.9754
107.0000	1295.8071
75.0000	971.8868
66.0000	1012.5038
99.0000	1226.8154
44.0000	748.5266
47.0000	719.5193
105.0000	1970.6537
69.0000	1403.1522
40.0000	564.5600
60.0000	841.5129
61.0000	834.9826
35.0000	429.0781
75.0000	920.5716
69.0000	868.6795
29.0000	329.3812
82.0000	1412.5112
81.0000	1038.6164
91.0000	1391.2570
77.0000	1557.9487
60.0000	825.6246
79.0000	1594.5946
89.0000	1487.5981
85.0000	958.2672
75.0000	1049.7790
114.0000	1626.4821
85.0000	1331.3527
87.0000	1017.1352
84.0000	1537.5747
86.0000	959.8000
58.0000	905.0635
106.0000	1472.2554
55.0000	742.1240
61.0000	657.5439
66.0000	884.2104
70.0000	778.3007
84.0000	1091.0985
65.0000	661.7764
79.0000	1003.1730
110.0000	1606.4532
65.0000	825.6077
78.0000	804.8578
69.0000	641.4390
75.0000	1074.2309
72.0000	703.7727
86.0000	933.2952
78.0000	852.8587
63.0000	964.3215
71.0000	791.8409
100.0000	1408.9670
108.0000	1099.6381
109.0000	1500.1347
52.0000	857.0181
91.0000	1126.9587
85.0000	1044.8521
111.0000	1296.3842
90.0000	1003.1451
79.0000	1058.3062
61.0000	793.1986
93.0000	1399.1040
51.0000	788.6267
79.0000	1064.3627
53.0000	838.6060
112.0000	2747.4257
52.0000	935.2861
41.0000	674.0890
73.0000	1157.9896
64.0000	892.7441
