# d_ij	D_ij  (Smith-Waterman)
96.0000	1089.6256
68.0000	895.4999
55.0000	673.2637
110.0000	1572.2824
88.0000	1178.9470
79.0000	856.9971
61.0000	853.0487
73.0000	924.3830
46.0000	703.3747
69.0000	1165.4887
124.0000	2482.2901
66.0000	1124.7684
74.0000	1000.1020
104.0000	1311.9299
81.0000	1368.2324
96.0000	1247.7933
36.0000	708.9965
90.0000	1372.1472
90.0000	1002.5827
60.0000	933.4774
84.0000	1121.4491
80.0000	883.3210
84.0000	1034.6922
96.0000	1062.7756
93.0000	1126.7529
70.0000	1017.7485
108.0000	1341.5931
72.0000	969.4927
56.0000	705.4048
51.0000	657.1910
100.0000	1552.6751
56.0000	632.4334
58.0000	776.6647
87.0000	1339.8672
95.0000	1029.1025
70.0000	880.9154
82.0000	871.9404
118.0000	1535.2681
71.0000	1085.7164
64.0000	1062.0395
89.0000	1167.7311
64.0000	1027.7081
97.0000	1160.8876
65.0000	764.0288
70.0000	1478.7319
84.0000	786.2671
64.0000	729.7972
92.0000	1085.3405
107.0000	1041.6391
83.0000	915.8493
59.0000	797.7694
69.0000	689.6637
95.0000	1127.6045
87.0000	909.1513
73.0000	925.4988
74.0000	880.8087
76.0000	1015.0803
69.0000	1146.2443
75.0000	977.6155
84.0000	1050.1924
62.0000	757.0337
100.0000	1440.6957
97.0000	1746.0115
132.0000	1145.0223
98.0000	2001.5414
81.0000	965.3248
74.0000	819.2655
62.0000	699.7028
51.0000	1010.2178
86.0000	1359.2321
90.0000	1238.6444
78.0000	1034.4854
77.0000	1279.7640
94.0000	1224.3447
61.0000	958.7554
81.0000	992.8525
59.0000	750.1493
71.0000	897.5723
61.0000	809.1057
76.0000	1008.4721
68.0000	741.6765
86.0000	1036.4999
67.0000	1013.7791
52.0000	960.8933
57.0000	874.6725
100.0000	1186.4080
42.0000	476.6214
81.0000	1198.6109
78.0000	1104.3767
111.0000	1400.6299
72.0000	1231.3277
95.0000	1345.1320
63.0000	1041.8388
96.0000	1013.1693
82.0000	819.6536
86.0000	1151.6388
96.0000	1137.3003
85.0000	1004.9975
95.0000	1251.0939
91.0000	1175.8690
62.0000	708.8357
124.0000	1446.0429
96.0000	1356.1136
113.0000	1312.4710
109.0000	1068.8442
94.0000	1393.7360
104.0000	1275.0827
105.0000	1074.2421
91.0000	1130.9235
71.0000	1099.4708
107.0000	1078.4489
112.0000	1541.3799
88.0000	904.8182
59.0000	681.5365
89.0000	1305.2770
121.0000	1175.2191
64.0000	715.7737
83.0000	1288.7094
106.0000	1089.3631
67.0000	955.6045
62.0000	907.9251
72.0000	864.5137
54.0000	915.8996
65.0000	794.7100
99.0000	1234.9785
92.0000	1000.0040
88.0000	1092.4614
104.0000	1410.5162
73.0000	939.5169
60.0000	974.3264
83.0000	851.6830
75.0000	812.3571
74.0000	807.1629
89.0000	964.9186
68.0000	661.7492
87.0000	862.9600
84.0000	1184.8510
116.0000	1359.3557
102.0000	1254.1419
79.0000	1302.7494
74.0000	869.8621
74.0000	965.1839
64.0000	863.8495
89.0000	1365.7276
105.0000	1300.7398
88.0000	1367.7836
87.0000	925.2870
98.0000	1153.2857
91.0000	1101.7277
100.0000	889.1232
98.0000	1120.4392
94.0000	1222.5367
38.0000	582.0000
61.0000	630.5077
68.0000	1067.6310
96.0000	1100.4926
92.0000	1578.3181
80.0000	749.8827
61.0000	751.3960
94.0000	1368.0468
70.0000	974.2628
76.0000	1111.7536
68.0000	991.8266
33.0000	761.0230
53.0000	938.5201
77.0000	1295.6002
76.0000	1022.9252
96.0000	1543.4248
83.0000	1019.8137
78.0000	1080.4184
86.0000	1156.7627
120.0000	1032.1512
67.0000	962.0665
80.0000	862.9067
75.0000	732.0683
72.0000	1121.2600
58.0000	997.6272
72.0000	859.6906
98.0000	915.6746
68.0000	796.4772
105.0000	1323.8172
109.0000	1113.3104
85.0000	821.2503
79.0000	824.9824
99.0000	1024.5721
38.0000	561.1061
85.0000	1127.7783
92.0000	884.4908
102.0000	969.9216
64.0000	982.7919
101.0000	1047.9370
84.0000	1617.2928
103.0000	994.5310
119.0000	1179.4015
89.0000	1855.7080
71.0000	1199.0513
107.0000	1534.6074
99.0000	2090.8228
106.0000	1927.5165
111.0000	1453.2157
83.0000	937.9531
115.0000	1224.3513
75.0000	689.4316
87.0000	822.4184
82.0000	948.5294
97.0000	1200.2783
96.0000	772.2746
79.0000	1556.6207
95.0000	1292.8341
77.0000	1024.5643
86.0000	1040.7420
86.0000	931.2894
81.0000	1022.5674
72.0000	1011.9585
103.0000	1047.8912
112.0000	1105.9204
86.0000	1254.2025
96.0000	1073.7169
72.0000	1050.9082
75.0000	1282.9544
77.0000	725.3606
88.0000	1179.3846
70.0000	1425.3280
94.0000	1309.2654
98.0000	1167.5530
76.0000	1185.2139
89.0000	915.8450
85.0000	1109.0446
94.0000	1046.4894
94.0000	1118.7708
72.0000	1188.8415
56.0000	1278.1361
97.0000	933.6530
94.0000	1064.0188
44.0000	677.5042
81.0000	969.5339
50.0000	1141.4605
100.0000	1265.0170
87.0000	1339.1774
78.0000	1522.1734
87.0000	1081.6561
81.0000	1165.6157
26.0000	348.8266
78.0000	1139.7965
43.0000	595.3318
51.0000	777.4805
51.0000	1120.6195
66.0000	1369.5021
56.0000	1116.0358
80.0000	1585.3202
56.0000	927.3252
39.0000	903.3383
64.0000	958.7784
93.0000	1244.0531
89.0000	914.1269
76.0000	1001.5728
78.0000	938.6394
63.0000	692.5865
75.0000	844.2488
83.0000	1067.9757
111.0000	1357.5610
108.0000	1299.4076
86.0000	936.8394
140.0000	2104.1825
114.0000	1886.0657
62.0000	909.4944
101.0000	1019.0407
89.0000	969.1955
110.0000	1135.4365
81.0000	826.8519
69.0000	963.0182
89.0000	967.7582
63.0000	814.0541
79.0000	750.1547
53.0000	1368.2704
79.0000	813.5871
98.0000	985.8012
61.0000	859.1973
103.0000	1037.6261
105.0000	1036.3455
61.0000	1016.3917
68.0000	1003.5537
74.0000	956.9075
76.0000	1122.5008
41.0000	764.3743
52.0000	733.3921
83.0000	868.3294
101.0000	1325.3452
60.0000	701.3701
86.0000	1281.5896
73.0000	1269.4645
87.0000	1310.5312
100.0000	1140.7734
106.0000	1151.1212
79.0000	962.3949
101.0000	1340.8788
62.0000	830.0602
98.0000	1446.8531
50.0000	706.7843
85.0000	1005.4153
78.0000	1002.8779
70.0000	927.4244
69.0000	996.9172
72.0000	1012.1541
34.0000	376.5209
62.0000	1097.2930
90.0000	986.0041
111.0000	1824.1875
84.0000	1109.0014
79.0000	1022.7942
42.0000	655.8475
92.0000	1191.9312
107.0000	1699.7212
91.0000	1100.0091
73.0000	1027.8580
85.0000	1199.2915
69.0000	991.4010
83.0000	1111.2965
73.0000	1117.4310
64.0000	948.6770
43.0000	579.8310
45.0000	659.4149
55.0000	655.6737
68.0000	1479.2390
85.0000	913.1594
64.0000	688.2732
107.0000	1230.3024
84.0000	948.4619
58.0000	630.3872
76.0000	978.2556
71.0000	1052.5493
73.0000	906.0132
67.0000	829.5276
90.0000	1156.1955
68.0000	762.3962
103.0000	1306.7961
87.0000	1660.3674
118.0000	1615.7277
80.0000	1140.3228
112.0000	1458.4732
132.0000	1270.5873
90.0000	989.3351
106.0000	1064.5074
64.0000	775.1464
95.0000	1021.3618
80.0000	1074.2532
70.0000	918.5706
83.0000	1488.0255
79.0000	1004.7348
62.0000	794.1637
39.0000	719.1912
56.0000	610.9697
69.0000	1164.1632
70.0000	1143.4299
96.0000	1181.2587
106.0000	1201.7570
132.0000	1559.2934
120.0000	956.8741
97.0000	1550.4077
100.0000	1716.2354
67.0000	1359.1924
120.0000	1181.8917
85.0000	1728.4941
95.0000	1421.3782
114.0000	1382.9779
111.0000	1213.3738
99.0000	1206.7261
90.0000	1235.0644
94.0000	1154.8645
78.0000	916.5348
119.0000	1314.9433
42.0000	838.9064
93.0000	1706.0868
115.0000	1952.0768
103.0000	1573.4078
103.0000	1150.6746
56.0000	701.0763
63.0000	870.4780
78.0000	1030.1980
88.0000	1015.2300
83.0000	985.6754
76.0000	958.7221
57.0000	565.8657
106.0000	1246.2712
93.0000	1379.4477
80.0000	946.4206
86.0000	909.7384
100.0000	1222.6807
102.0000	1616.0285
90.0000	1084.8852
64.0000	924.1428
100.0000	1048.7059
89.0000	1021.0759
95.0000	1042.6601
91.0000	1064.1598
54.0000	573.1213
90.0000	1405.2231
55.0000	798.9969
73.0000	1240.0919
79.0000	1292.1811
53.0000	755.3569
81.0000	848.5494
77.0000	1033.4389
98.0000	981.4622
83.0000	1015.2812
103.0000	986.1176
90.0000	821.9367
91.0000	866.5726
63.0000	974.4270
87.0000	821.5181
110.0000	1529.2730
71.0000	796.9417
70.0000	973.6488
93.0000	1068.8330
94.0000	1269.0012
77.0000	897.9688
107.0000	1270.0787
65.0000	1123.0334
80.0000	1208.8226
59.0000	884.2013
76.0000	882.2879
76.0000	988.9287
92.0000	1344.5326
69.0000	1033.4350
74.0000	1831.1865
114.0000	2201.8538
61.0000	701.4984
83.0000	1004.2410
69.0000	929.2685
77.0000	1075.0609
83.0000	996.0100
94.0000	1015.8622
72.0000	1018.1788
64.0000	1017.1057
66.0000	853.7939
94.0000	1399.0211
86.0000	1100.0236
118.0000	1289.2820
105.0000	1239.2046
88.0000	1476.6855
100.0000	1537.3926
83.0000	905.8499
78.0000	840.5141
130.0000	1072.8318
91.0000	1810.3712
128.0000	1175.9660
95.0000	1118.6116
97.0000	1201.3376
51.0000	528.5035
91.0000	915.9716
77.0000	1069.9551
60.0000	932.6500
74.0000	794.7754
88.0000	1929.0350
69.0000	645.9567
78.0000	892.9614
82.0000	1001.0175
116.0000	1824.1963
116.0000	1914.5433
98.0000	1421.4134
111.0000	1471.1805
111.0000	1298.6993
81.0000	1167.0801
103.0000	2051.9971
114.0000	1673.7479
91.0000	1060.1679
90.0000	1198.5424
41.0000	530.6788
45.0000	970.4082
55.0000	660.3060
52.0000	632.8728
71.0000	1015.8878
82.0000	919.4129
80.0000	931.2143
108.0000	1085.2207
53.0000	855.2310
71.0000	761.5484
85.0000	766.2663
56.0000	1014.4437
85.0000	958.7763
82.0000	809.7827
82.0000	913.4878
68.0000	1029.1258
48.0000	673.0646
70.0000	1468.1621
68.0000	1007.0670
63.0000	980.2306
93.0000	2096.3101
62.0000	869.1283
108.0000	2114.9600
68.0000	1505.8313
49.0000	738.8667
60.0000	950.5977
75.0000	1498.3204
97.0000	1582.3312
97.0000	1419.5704
82.0000	1170.1726
105.0000	1134.6806
98.0000	1021.2757
99.0000	1155.4307
72.0000	1355.2195
93.0000	1553.2714
67.0000	1534.6361
97.0000	1023.1031
77.0000	833.1410
83.0000	1042.4414
80.0000	820.5120
59.0000	1005.6222
70.0000	871.5458
71.0000	1007.7797
73.0000	1236.1764
68.0000	1168.8695
20.0000	407.6126
26.0000	460.2304
68.0000	1471.2838
69.0000	1093.6782
95.0000	1435.9763
58.0000	934.3211
52.0000	559.7035
57.0000	711.6825
99.0000	1958.2002
50.0000	608.3519
77.0000	1043.3312
102.0000	1355.0144
109.0000	1297.0998
77.0000	1333.6101
72.0000	895.6227
95.0000	883.3233
118.0000	1282.4773
70.0000	987.9069
85.0000	1024.8219
80.0000	1107.2922
93.0000	856.6049
86.0000	1114.5116
82.0000	1161.2752
76.0000	936.7817
121.0000	1556.1787
63.0000	943.6292
76.0000	928.4482
66.0000	1150.0243
46.0000	723.6795
72.0000	909.8527
98.0000	1120.4749
95.0000	1032.3933
109.0000	1390.9982
96.0000	1531.3523
107.0000	1552.3286
40.0000	734.1063
69.0000	1011.8399
57.0000	701.4072
77.0000	1382.8912
82.0000	1151.9670
101.0000	1166.0000
38.0000	508.8300
92.0000	1326.5052
87.0000	1539.4869
97.0000	1781.6071
81.0000	1031.3738
93.0000	1280.1734
112.0000	1240.6273
83.0000	1569.7962
94.0000	1208.8408
56.0000	792.7118
78.0000	1072.7180
109.0000	1407.5354
86.0000	942.8340
94.0000	1404.8673
88.0000	1228.7408
71.0000	1416.5296
92.0000	1128.7462
90.0000	1103.9149
64.0000	945.3930
72.0000	1038.8243
76.0000	939.9787
70.0000	959.8625
105.0000	1707.5749
74.0000	846.0378
83.0000	1307.1725
72.0000	732.0383
84.0000	970.5565
102.0000	1136.4647
65.0000	1357.1780
77.0000	772.6966
88.0000	998.0601
95.0000	1203.9751
84.0000	961.6423
56.0000	941.2396
71.0000	778.3084
98.0000	1165.1438
69.0000	719.6138
109.0000	1802.1554
73.0000	900.7663
90.0000	1096.4488
78.0000	1007.2616
50.0000	705.4559
76.0000	755.8492
64.0000	806.9126
72.0000	794.8560
107.0000	1329.9398
84.0000	800.8246
66.0000	742.8970
95.0000	1602.8362
78.0000	812.3497
82.0000	1059.1752
61.0000	1424.4339
93.0000	917.5903
78.0000	1298.1957
85.0000	1354.3338
69.0000	1427.6764
54.0000	1090.3504
58.0000	874.7525
113.0000	1092.4193
82.0000	1379.3912
113.0000	1218.2331
107.0000	1475.3535
112.0000	1784.3094
113.0000	1538.9698
130.0000	1698.6665
31.0000	429.4881
58.0000	793.7833
84.0000	1110.3549
97.0000	1045.8700
69.0000	1220.8112
83.0000	1166.8745
55.0000	1434.8756
107.0000	1116.5572
95.0000	1172.4521
106.0000	1018.6756
93.0000	1033.4002
84.0000	853.1963
67.0000	930.1634
75.0000	1548.0685
101.0000	2068.3452
71.0000	966.3478
57.0000	834.7143
108.0000	1837.1598
54.0000	462.6446
83.0000	1001.7405
44.0000	615.8117
81.0000	870.4137
73.0000	1013.5502
76.0000	1062.5611
75.0000	958.0209
92.0000	1432.6130
98.0000	1757.6188
78.0000	878.9130
93.0000	1053.1458
81.0000	818.2738
93.0000	900.7353
95.0000	1323.2732
88.0000	859.6302
64.0000	1056.2045
73.0000	864.0162
70.0000	856.9224
62.0000	835.0090
78.0000	829.1731
69.0000	978.1186
98.0000	1663.4651
92.0000	932.3111
69.0000	817.2515
138.0000	2292.0497
73.0000	781.4269
77.0000	814.7417
100.0000	1195.6739
60.0000	1132.4769
77.0000	948.1245
81.0000	1581.9343
113.0000	1085.9595
110.0000	1207.2912
89.0000	1060.4886
89.0000	917.3156
55.0000	646.1362
75.0000	803.0019
91.0000	1192.5921
94.0000	1141.8073
67.0000	646.2105
73.0000	830.0337
48.0000	709.5773
74.0000	928.3728
102.0000	968.7807
90.0000	998.1242
96.0000	826.7188
77.0000	1073.7728
89.0000	1057.0658
80.0000	933.2910
71.0000	657.0632
80.0000	959.1830
89.0000	1301.8433
65.0000	643.4563
80.0000	935.6474
56.0000	633.3309
66.0000	816.4239
74.0000	1005.4671
58.0000	1291.0817
93.0000	2236.6520
108.0000	1424.6852
100.0000	1251.5494
90.0000	894.1409
86.0000	858.5569
108.0000	1461.6087
57.0000	1109.3764
116.0000	1400.3328
64.0000	871.5687
114.0000	1459.1916
114.0000	1104.6176
116.0000	1312.6675
80.0000	847.8561
90.0000	1183.2024
97.0000	921.5834
64.0000	1260.5253
96.0000	1172.4487
64.0000	921.1319
111.0000	1007.1445
77.0000	1106.5387
103.0000	1368.8024
94.0000	1006.9121
87.0000	991.1508
94.0000	1168.4913
89.0000	1290.3565
86.0000	1075.1409
72.0000	1095.1840
83.0000	849.8776
104.0000	1213.2980
90.0000	1053.9469
86.0000	1014.5758
62.0000	856.7870
73.0000	993.9598
79.0000	879.6658
100.0000	1044.1092
85.0000	818.3667
75.0000	1032.7497
86.0000	1187.8401
88.0000	1122.9889
73.0000	962.9309
69.0000	1029.7631
45.0000	560.1750
79.0000	977.5664
59.0000	896.1986
69.0000	784.8541
86.0000	1162.6814
83.0000	862.9276
80.0000	723.0270
84.0000	1093.6471
127.0000	1874.4247
78.0000	774.9039
102.0000	1109.3223
119.0000	1404.1410
117.0000	1126.0284
91.0000	1567.7819
106.0000	1183.6655
105.0000	1806.4606
111.0000	1147.4406
100.0000	1652.2022
107.0000	1586.8774
117.0000	1057.4403
108.0000	1864.4935
103.0000	2322.2119
110.0000	1795.0242
84.0000	1654.3313
94.0000	1596.1353
105.0000	1295.7237
61.0000	1355.4261
116.0000	1232.6313
66.0000	975.1759
73.0000	870.0919
79.0000	847.5353
98.0000	1179.7406
64.0000	856.6119
96.0000	2030.8008
58.0000	840.8424
62.0000	950.9238
124.0000	1970.9135
89.0000	926.6952
73.0000	635.1472
109.0000	1154.4367
117.0000	1294.1731
85.0000	1429.8657
105.0000	991.9577
68.0000	1566.2643
65.0000	963.3670
115.0000	919.1278
105.0000	955.3743
84.0000	988.9752
117.0000	1408.8620
112.0000	1467.1237
82.0000	1304.9490
89.0000	1071.4980
58.0000	739.0291
66.0000	792.1969
52.0000	864.1551
53.0000	877.6856
112.0000	2121.1667
119.0000	1419.2886
84.0000	1034.8314
106.0000	1159.3688
85.0000	1297.5161
53.0000	712.0309
74.0000	876.4474
55.0000	694.5416
53.0000	679.6676
74.0000	998.3506
92.0000	1404.4629
58.0000	600.2366
83.0000	1739.4079
120.0000	1235.2765
85.0000	1387.8718
68.0000	1068.6384
65.0000	915.7576
70.0000	825.9031
105.0000	1439.7625
60.0000	841.8907
93.0000	1034.6652
98.0000	1349.3806
80.0000	948.2869
87.0000	1036.5886
87.0000	1078.0371
78.0000	1204.1345
41.0000	690.1101
91.0000	1416.7244
103.0000	1593.2119
67.0000	856.5255
53.0000	602.8234
96.0000	1390.5970
60.0000	696.3677
88.0000	956.6462
79.0000	1012.0099
78.0000	774.3203
77.0000	880.1341
92.0000	931.0467
84.0000	919.3084
101.0000	1001.6926
92.0000	1234.1361
74.0000	801.3738
94.0000	1107.3933
94.0000	1038.1040
65.0000	874.4713
80.0000	870.1586
82.0000	1111.9029
76.0000	980.0878
107.0000	1097.4534
95.0000	996.2751
105.0000	1424.8523
90.0000	1212.0264
72.0000	880.4749
103.0000	1129.0580
49.0000	695.8304
67.0000	776.7445
80.0000	837.9809
73.0000	798.8016
66.0000	876.0708
88.0000	914.6081
90.0000	872.2798
54.0000	706.3370
74.0000	877.4258
98.0000	1383.9855
95.0000	1080.1130
82.0000	997.9820
73.0000	1110.0757
93.0000	1214.1417
94.0000	1143.7237
87.0000	918.8580
75.0000	1090.2495
81.0000	1331.6922
89.0000	1144.9978
65.0000	1065.0728
101.0000	1331.6171
56.0000	645.3712
71.0000	807.6806
78.0000	1118.0036
103.0000	947.4154
91.0000	1295.8596
89.0000	1114.1652
70.0000	796.7760
77.0000	998.7692
93.0000	999.4378
90.0000	1023.8867
99.0000	906.6179
122.0000	941.9830
81.0000	916.9100
86.0000	953.1380
61.0000	1135.6813
103.0000	1151.5364
106.0000	1542.4500
86.0000	1053.3281
95.0000	1010.3009
60.0000	731.1689
68.0000	1397.9886
88.0000	1423.7865
91.0000	1240.1887
71.0000	838.1384
74.0000	861.9907
85.0000	1283.8925
59.0000	811.5245
85.0000	1494.9796
60.0000	694.2766
92.0000	1047.8702
78.0000	799.1220
74.0000	1140.7647
88.0000	826.7551
106.0000	1382.5064
70.0000	861.0668
55.0000	993.4284
85.0000	1091.9103
137.0000	2007.2060
110.0000	1212.8627
95.0000	1271.8663
84.0000	1447.4681
97.0000	1003.1211
94.0000	1250.1376
86.0000	1297.2463
103.0000	1191.1759
88.0000	1503.8750
86.0000	882.8635
70.0000	1305.7641
70.0000	706.8182
69.0000	733.6730
44.0000	811.0117
69.0000	981.5844
86.0000	969.7340
61.0000	853.0064
125.0000	2010.2487
81.0000	852.1667
57.0000	562.1779
99.0000	1239.5467
74.0000	969.1336
69.0000	852.7297
69.0000	1734.0231
81.0000	1340.6252
84.0000	1504.1715
62.0000	838.8087
27.0000	655.9238
75.0000	1126.0249
79.0000	1028.7643
87.0000	950.1768
82.0000	1117.9284
85.0000	1014.3274
93.0000	926.9542
77.0000	1158.8943
113.0000	1041.7389
97.0000	1251.3305
115.0000	1335.8308
89.0000	868.4768
100.0000	1166.3293
93.0000	1155.0013
103.0000	1204.8519
83.0000	1451.7755
77.0000	937.2961
76.0000	923.7489
79.0000	802.4039
86.0000	945.5327
87.0000	1108.9941
80.0000	1656.0713
55.0000	740.4782
64.0000	736.6600
97.0000	911.5459
92.0000	1084.0720
75.0000	1056.4033
66.0000	862.7514
91.0000	874.1510
67.0000	789.6100
75.0000	960.8475
74.0000	939.7127
120.0000	1091.8242
93.0000	1024.6853
79.0000	771.5102
90.0000	903.8274
98.0000	1198.4206
62.0000	1230.0992
77.0000	1128.0691
44.0000	854.9760
113.0000	2006.7516
103.0000	1405.1662
99.0000	1542.9465
55.0000	889.8427
123.0000	2204.1570
126.0000	1103.8967
119.0000	1452.3595
112.0000	1535.1430
89.0000	1605.6637
104.0000	1074.0782
86.0000	1513.8837
70.0000	1175.4659
99.0000	1009.7782
95.0000	1312.1783
102.0000	1228.9687
58.0000	954.5680
84.0000	1876.1887
98.0000	1221.4549
79.0000	922.2386
60.0000	932.3047
80.0000	1329.6345
81.0000	693.1695
69.0000	757.2133
54.0000	965.3455
86.0000	892.4483
60.0000	719.1940
60.0000	974.5727
69.0000	1017.1785
89.0000	1163.4208
74.0000	1105.7251
64.0000	1096.3996
78.0000	1037.9268
83.0000	1169.7333
90.0000	1264.9016
42.0000	549.0173
109.0000	2540.9471
73.0000	1318.9375
91.0000	1705.5803
81.0000	1301.1610
67.0000	850.2164
75.0000	1209.5569
58.0000	772.6500
112.0000	1396.9724
46.0000	1067.4268
99.0000	1074.6627
95.0000	1461.0092
99.0000	1203.6328
106.0000	1071.0145
101.0000	875.9201
69.0000	751.1831
84.0000	1085.6998
72.0000	920.1978
76.0000	921.6333
77.0000	998.9895
97.0000	1464.4931
71.0000	901.7561
82.0000	966.0000
91.0000	1359.4278
89.0000	1094.5447
71.0000	1000.6698
91.0000	1160.0879
86.0000	1049.2493
31.0000	373.5398
96.0000	1068.2790
57.0000	715.7681
54.0000	985.3872
86.0000	995.1945
75.0000	869.5769
71.0000	1001.6566
95.0000	1139.6929
63.0000	712.9292
98.0000	1203.7658
69.0000	986.3529
81.0000	999.9020
65.0000	736.9966
84.0000	951.7731
72.0000	818.5182
89.0000	1370.1723
101.0000	1178.8452
76.0000	1362.3127
90.0000	1085.5174
76.0000	896.2143
55.0000	1118.4543
120.0000	1189.4183
80.0000	876.5501
66.0000	999.6119
85.0000	1009.9129
85.0000	1085.2373
85.0000	1049.1997
75.0000	881.2332
80.0000	1088.7332
95.0000	848.9264
98.0000	1895.1834
95.0000	1310.9523
102.0000	1205.5157
121.0000	1681.3958
52.0000	799.2797
118.0000	1421.3304
64.0000	643.6303
103.0000	1549.2850
111.0000	1183.9747
104.0000	1671.5083
65.0000	1215.4193
42.0000	695.5199
69.0000	1270.8186
64.0000	1128.5903
87.0000	1551.6353
62.0000	696.0690
80.0000	715.4579
93.0000	1076.1543
94.0000	873.6773
90.0000	929.1415
74.0000	1165.3085
90.0000	1229.3803
66.0000	996.4577
70.0000	982.1629
68.0000	1244.0466
88.0000	1569.7885
77.0000	1029.2580
95.0000	1097.2748
78.0000	1051.7604
89.0000	1183.2582
89.0000	1015.2300
81.0000	1179.3066
60.0000	688.6450
71.0000	890.3415
101.0000	1483.7345
86.0000	1167.4965
77.0000	901.4100
64.0000	657.5652
69.0000	873.3453
70.0000	778.9814
72.0000	975.0323
69.0000	725.5922
102.0000	1130.4300
74.0000	1173.7257
64.0000	1285.9316
107.0000	1847.8214
61.0000	1037.6763
94.0000	956.0795
97.0000	1162.6057
82.0000	934.9888
86.0000	1093.3508
79.0000	992.7517
78.0000	969.4617
81.0000	1025.3526
103.0000	1102.1851
98.0000	1085.6942
87.0000	1341.5230
105.0000	1263.0170
82.0000	1211.1845
80.0000	1120.2393
77.0000	1334.3328
36.0000	635.2291
60.0000	1447.2567
78.0000	952.1050
48.0000	773.0537
90.0000	1241.5651
67.0000	929.4923
85.0000	978.8626
70.0000	1172.7370
77.0000	1000.8416
68.0000	1108.6623
61.0000	764.1597
104.0000	1429.2837
79.0000	992.2157
68.0000	918.5706
72.0000	1045.4205
73.0000	984.3069
97.0000	1379.2215
82.0000	915.0825
79.0000	856.3481
83.0000	1109.7874
71.0000	859.9698
61.0000	828.5819
88.0000	1537.4394
47.0000	650.2461
104.0000	1964.0397
78.0000	1100.7543
81.0000	1026.0468
80.0000	1175.9252
87.0000	1074.9344
58.0000	875.4039
102.0000	1063.7086
75.0000	919.2236
57.0000	866.6879
98.0000	1299.5014
88.0000	955.4517
92.0000	1105.0955
102.0000	976.0615
93.0000	1191.6627
68.0000	1070.8613
60.0000	833.6426
119.0000	1519.6960
103.0000	1056.5434
77.0000	823.5217
61.0000	777.3365
54.0000	1145.9930
55.0000	764.2853
78.0000	858.0373
72.0000	792.1035
56.0000	756.0132
55.0000	734.7517
71.0000	862.4083
43.0000	758.4484
92.0000	1191.4378
47.0000	744.6422
82.0000	1353.6115
73.0000	931.2293
56.0000	585.4400
120.0000	1525.1111
56.0000	1118.3863
89.0000	1197.3788
103.0000	1888.5328
117.0000	1036.3725
83.0000	1055.7860
44.0000	783.8622
94.0000	1186.6592
49.0000	850.2588
80.0000	983.8333
103.0000	1377.9100
81.0000	1319.8712
38.0000	668.3143
70.0000	1063.5224
60.0000	858.9878
102.0000	1943.4999
69.0000	902.3724
94.0000	1180.4609
62.0000	760.6024
77.0000	947.0692
91.0000	1017.6581
110.0000	2137.2946
90.0000	1293.0321
36.0000	525.8327
53.0000	686.2215
93.0000	1019.1859
43.0000	498.4416
48.0000	535.5446
105.0000	1891.6797
113.0000	1554.5018
90.0000	1003.8008
83.0000	1066.7952
88.0000	865.2260
115.0000	1067.5186
110.0000	1161.3010
79.0000	1248.7193
102.0000	1067.0689
105.0000	1185.0755
63.0000	747.0288
69.0000	726.4186
112.0000	1487.3587
94.0000	920.1087
85.0000	919.8022
63.0000	922.9626
69.0000	1003.8944
83.0000	971.3763
62.0000	1045.5104
80.0000	1063.4002
66.0000	826.1646
79.0000	1463.0530
127.0000	1258.8010
101.0000	1223.8448
40.0000	470.0511
87.0000	953.8029
51.0000	451.7389
89.0000	994.5914
78.0000	1282.2761
60.0000	845.2171
110.0000	1898.4720
62.0000	755.8333
89.0000	1085.1378
59.0000	765.0856
96.0000	1348.2715
75.0000	1381.0069
91.0000	1827.8895
91.0000	1548.5929
107.0000	1038.3506
92.0000	1137.1104
86.0000	1009.5167
88.0000	1231.3813
89.0000	1119.4374
84.0000	854.8310
90.0000	1338.4693
89.0000	918.4792
30.0000	778.7965
72.0000	1731.6963
58.0000	1283.2459
64.0000	1462.1081
41.0000	880.7156
57.0000	1241.5426
52.0000	1355.2505
64.0000	1230.9297
68.0000	1779.8247
127.0000	2745.4348
79.0000	946.1438
81.0000	973.7864
86.0000	940.4467
81.0000	1718.5354
126.0000	1436.8229
90.0000	1509.4184
36.0000	849.5764
91.0000	1104.2011
84.0000	1311.0271
81.0000	1078.8308
64.0000	738.2384
73.0000	1098.5718
113.0000	927.8383
91.0000	1244.4999
89.0000	1157.7236
108.0000	1006.6042
101.0000	1054.7549
87.0000	1143.9178
55.0000	700.2657
86.0000	1351.0381
103.0000	1810.3005
104.0000	1928.6866
76.0000	1880.4808
109.0000	1762.9237
112.0000	1501.4313
122.0000	1274.5274
97.0000	1636.8787
95.0000	892.6119
65.0000	939.9468
81.0000	817.4228
55.0000	847.1812
76.0000	746.2573
42.0000	655.7164
49.0000	798.2857
67.0000	918.5314
113.0000	2711.3340
36.0000	610.6456
64.0000	1344.9030
101.0000	1007.4423
101.0000	1401.1353
91.0000	1170.7724
108.0000	1208.0166
79.0000	870.5561
62.0000	713.3891
82.0000	922.2950
92.0000	1149.2119
80.0000	1086.9443
136.0000	2775.7522
116.0000	2420.2173
102.0000	2341.1442
123.0000	1289.3797
130.0000	2356.0144
80.0000	859.6976
61.0000	1016.5097
67.0000	722.1606
103.0000	1257.2112
93.0000	1000.0780
