arm	study_id	study_group	pmid	compartment	family	n_samples	n_subjects	n_TRA	n_TRB	n_IGH	n_IGK	n_IGL
tissue_reference	GSE65485	GSE65485		tissue	sra	25	24	3	9	25	25	25
tissue_reference	GSE162714	PMID:33945502	33945502	tissue	sra	25	11	0	0	25	25	25
tissue_reference	GSE304200	GSE304200		tissue	sra	25	25	2	7	25	25	25
tissue_reference	GSE164359	GSE164359		tissue	sra	25	25	0	1	25	25	24
tissue_reference	GSE77509	PMID:28194035	28194035	tissue	sra	25	17	0	0	25	25	21
tissue_reference	GSE138485	GSE138485		tissue	sra	25	25	0	5	25	25	25
tissue_reference	GSE130078	GSE130078		tissue	sra	24	24	0	0	24	24	24
tissue_reference	GSE198946	GSE198946		tissue	sra	24	24	3	12	23	23	23
tissue_reference	GSE104171	PMID:29551594	29551594	tissue	sra	24	24	0	3	24	20	6
tissue_reference	GSE228122	PMID:37736163	37736163	tissue	sra	24	24	22	22	24	24	24
tissue_reference	GSE229410	GSE229410		tissue	sra	24	23	0	4	24	24	24
tissue_reference	GSE249997	GSE249997		tissue	sra	24	24	0	0	24	24	20
tissue_reference	GSE236522	GSE236522		tissue	sra	24	24	6	13	24	24	24
tissue_reference	GSE196711	GSE196711		tissue	sra	23	23	3	7	23	23	23
tissue_reference	GSE136711	GSE136711		tissue	sra	23	20	1	3	23	23	23
tissue_reference	GSE189642	GSE189642		tissue	sra	23	23	19	22	23	23	23
tissue_reference	GSE230489	PMID:40405018	40405018	tissue	sra	23	23	4	9	23	23	23
tissue_reference	GSE106500	PMID:29710228	29710228	tissue	sra	23	20	0	0	23	23	23
tissue_reference	GSE152040	PMID:35090594	35090594	tissue	sra	23	23	20	23	23	23	23
tissue_reference	GSE253553	PMID:38782587	38782587	tissue	sra	23	23	15	17	23	23	23
tissue_reference	GSE225182	GSE225182		tissue	sra	23	22	2	11	23	23	23
tissue_reference	GSE245764	GSE245764		tissue	sra	22	22	1	9	22	22	22
tissue_reference	GSE129508	GSE129508		tissue	sra	22	22	0	0	22	22	22
tissue_reference	GSE251905	GSE251905		tissue	sra	22	19	0	4	21	22	22
tissue_reference	GSE165255	PMID:33664231	33664231	tissue	sra	22	19	0	0	22	22	22
tissue_reference	GSE176271	GSE176271		tissue	sra	22	14	0	0	22	22	22
tissue_reference	GSE104730	GSE104730		tissue	sra	22	22	2	6	22	22	22
tissue_reference	GSE207194	GSE207194		tissue	sra	22	22	0	0	22	22	21
tissue_reference	GSE200418	GSE200418		tissue	sra	22	7	0	0	22	22	20
tissue_reference	GSE113113	GSE113113		tissue	sra	21	21	14	11	16	17	14
tissue_reference	GSE255518	GSE255518		tissue	sra	21	21	11	5	20	21	21
tissue_reference	GSE135631	GSE135631		tissue	sra	21	21	3	6	21	21	20
tissue_reference	GSE224758	GSE224758		tissue	sra	21	21	3	12	21	21	21
tissue_reference	GSE78220	PMID:26997480	26997480	tissue	sra	21	20	8	13	20	21	19
tissue_reference	GSE273036	GSE273036		tissue	sra	21	18	0	1	21	21	19
tissue_reference	GSE153659	GSE153659		tissue	sra	21	21	10	16	20	20	20
tissue_reference	GSE127831	PMID:31748229, 34009107	31748229, 34009107	tissue	sra	21	21	18	19	21	21	21
tissue_reference	GSE276366	GSE276366		tissue	sra	21	19	9	0	21	21	21
tissue_reference	GSE180280	GSE180280		tissue	sra	21	17	0	0	21	21	21
tissue_reference	GSE190449	GSE190449		tissue	sra	21	21	0	4	21	21	21
tissue_reference	GSE139682	PMID:31792210	31792210	tissue	sra	20	10	3	4	20	20	19
tissue_reference	GSE178411	GSE178411		tissue	sra	20	20	3	6	19	20	18
tissue_reference	GSE243957	GSE243957		tissue	sra	20	20	0	4	20	20	19
tissue_reference	GSE162187	GSE162187		tissue	sra	20	20	5	8	20	20	20
tissue_reference	GSE230113	GSE230113		tissue	sra	20	20	2	4	20	20	20
tissue_reference	GSE128429	GSE128429		tissue	sra	20	20	2	14	20	20	20
tissue_reference	GSE147980	GSE147980		tissue	sra	20	20	0	2	20	20	20
tissue_reference	GSE184616	GSE184616		tissue	sra	20	14	0	2	19	19	18
tissue_reference	GSE71119	PMID:26916546	26916546	tissue	sra	19	19	3	4	19	19	19
tissue_reference	GSE148801	PMID:32736413	32736413	tissue	sra	19	19	0	0	19	19	19
tissue_reference	GSE148036	PMID:33097805	33097805	tissue	sra	19	14	7	15	19	19	19
tissue_reference	GSE97165	PMID:28863153	28863153	tissue	sra	19	19	1	3	19	19	19
tissue_reference	GSE150851	GSE150851		tissue	sra	19	19	0	0	19	19	19
tissue_reference	GSE274551	PMID:39927885	39927885	tissue	sra	19	11	1	4	19	19	19
tissue_reference	GSE149609	GSE149609		tissue	sra	19	10	0	2	19	19	19
tissue_reference	GSE165611	PMID:36717865	36717865	tissue	sra	19	19	7	12	17	17	16
tissue_reference	GSE256268	GSE256268		tissue	sra	19	18	0	0	19	19	18
tissue_reference	GSE166449	PMID:33857424	33857424	tissue	sra	19	19	2	1	19	19	19
tissue_reference	GSE116782	GSE116782		tissue	sra	19	7	7	13	19	19	19
tissue_reference	GSE207243	GSE207243		tissue	sra	19	19	10	19	19	19	18
tissue_reference	GSE141569	GSE141569		tissue	sra	19	19	10	14	19	19	19
tissue_reference	GSE156699	PMID:33499129, 33727600	33499129, 33727600	tissue	sra	18	18	0	1	18	18	18
tissue_reference	GSE181820	GSE181820		tissue	sra	18	18	9	13	18	18	18
tissue_reference	GSE216340	GSE216340		tissue	sra	18	18	15	16	18	18	18
tissue_reference	GSE131179	PMID:31292297	31292297	tissue	sra	18	18	3	8	18	18	16
tissue_reference	GSE102101	GSE102101		tissue	sra	18	10	3	7	18	18	18
tissue_reference	GSE156281	GSE156281		tissue	sra	18	18	0	0	18	18	18
tissue_reference	GSE291331	GSE291331		tissue	sra	18	18	2	2	18	18	18
tissue_reference	GSE235570	GSE235570		tissue	sra	18	18	8	12	18	18	16
tissue_reference	GSE153437	PMID:32669372	32669372	tissue	sra	18	18	9	14	12	13	9
tissue_reference	GSE103424	GSE103424		tissue	sra	18	18	0	1	18	18	18
tissue_reference	GSE192647	GSE192647		tissue	sra	18	18	0	0	18	18	18
tissue_reference	GSE225066	GSE225066		tissue	sra	18	18	1	3	18	18	18
tissue_reference	GSE223463	GSE223463		tissue	sra	18	15	1	0	18	17	17
tissue_reference	GSE189266	GSE189266		tissue	sra	18	18	4	10	18	18	18
tissue_reference	GSE186063	GSE186063		tissue	sra	18	18	1	10	15	15	15
tissue_reference	GSE191230	PMID:35878022	35878022	tissue	sra	18	18	6	11	18	18	17
tissue_reference	GSE271664	GSE271664		tissue	sra	17	17	1	0	17	16	13
tissue_reference	GSE95013	PMID:29335468	29335468	tissue	sra	17	17	11	14	16	15	13
tissue_reference	GSE183924	PMID:34604072	34604072	tissue	sra	17	17	4	0	17	17	17
tissue_reference	GSE250595	GSE250595		tissue	sra	17	17	0	0	17	17	16
tissue_reference	GSE207248	GSE207248		tissue	sra	17	12	0	0	17	17	17
tissue_reference	GSE221240	PMID:37213253	37213253	tissue	sra	17	9	0	0	17	17	16
tissue_reference	GSE59483	PMID:25199720	25199720	tissue	sra	17	17	0	0	17	17	14
tissue_reference	GSE250445	GSE250445		tissue	sra	17	16	0	0	17	17	17
tissue_reference	GSE137327	GSE137327		tissue	sra	17	9	0	0	17	17	17
tissue_reference	GSE212604	GSE212604		tissue	sra	16	16	3	6	16	16	16
tissue_reference	GSE151495	PMID:33491664	33491664	tissue	sra	16	16	4	4	16	16	16
tissue_reference	GSE226870	GSE226870		tissue	sra	16	16	1	1	16	16	16
tissue_reference	GSE157256	PMID:33402335	33402335	tissue	sra	16	16	3	5	16	16	16
tissue_reference	GSE136825	GSE136825		tissue	sra	16	16	1	1	16	16	16
tissue_reference	GSE169289	GSE169289		tissue	sra	16	16	2	5	16	16	15
tissue_reference	GSE54456	PMID:24441097, 25723451, 27992404, 32132203	24441097, 25723451, 27992404, 32132203	tissue	sra	16	16	0	0	16	16	16
tissue_reference	GSE138202	GSE138202		tissue	sra	16	8	2	7	16	16	16
tissue_reference	GSE227335	GSE227335		tissue	sra	16	16	1	5	16	16	16
tissue_reference	PRJNA378161	PRJNA378161		tissue	sra	16	1	1	1	16	16	14
tissue_reference	GSE285522	GSE285522		tissue	sra	16	7	1	5	15	15	10
tissue_reference	GSE139533	PMID:32102350	32102350	tissue	sra	16	9	0	1	16	16	16
tissue_reference	GSE293744	GSE293744		tissue	sra	16	16	0	0	16	16	15
tissue_reference	GSE173855	GSE173855		tissue	sra	16	14	1	1	16	16	14
tissue_reference	GSE239934	GSE239934		tissue	sra	16	16	0	0	16	16	16
tissue_reference	GSE157194	PMID:32615169	32615169	tissue	sra	16	14	0	2	15	15	15
tissue_reference	GSE205973	GSE205973		tissue	sra	16	16	4	9	16	16	15
tissue_reference	GSE63569	GSE63569		tissue	sra	15	15	0	0	15	15	14
tissue_reference	GSE196263	GSE196263		tissue	sra	15	7	0	0	15	15	15
tissue_reference	GSE82291	PMID:29438977, 28440341	29438977, 28440341	tissue	sra	15	15	2	3	15	15	15
tissue_reference	GSE227100	GSE227100		tissue	sra	15	15	12	15	4	14	15
tissue_reference	GSE135222	PMID:31537801; 32762727	31537801; 32762727	tissue	sra	15	15	1	3	15	15	15
tissue_reference	GSE154200	GSE154200		tissue	sra	15	15	2	7	10	11	6
tissue_reference	GSE164150	PMID:33889540	33889540	tissue	sra	15	15	1	1	15	15	15
tissue_reference	GSE271757	PMID:39151421	39151421	tissue	sra	15	15	8	7	15	15	15
tissue_reference	GSE211398	PMID:36812168	36812168	tissue	sra	15	15	0	0	15	15	15
tissue_reference	GSE145429	PMID:32516590	32516590	tissue	sra	15	15	0	1	15	15	15
tissue_reference	GSE196006	PMID:36139061	36139061	tissue	sra	15	11	0	1	15	15	15
tissue_reference	GSE103001	PMID:29234122	29234122	tissue	sra	15	11	0	0	15	15	12
tissue_reference	GSE213324	GSE213324		tissue	sra	15	15	2	3	15	15	15
tissue_reference	GSE80609	PMID:29941933	29941933	tissue	sra	15	14	0	0	15	15	14
tissue_reference	GSE275788	PMID:39939590	39939590	tissue	sra	15	12	14	14	15	15	15
tissue_reference	GSE173078	GSE173078		tissue	sra	15	15	0	0	15	15	15
tissue_reference	GSE277107	GSE277107		tissue	sra	15	10	7	10	15	15	15
tissue_reference	GSE138283	PMID:32245461	32245461	tissue	sra	15	15	0	0	15	15	15
tissue_reference	GSE192832	GSE192832		tissue	sra	15	15	0	0	15	15	11
tissue_reference	GSE233517	GSE233517		tissue	sra	15	15	0	0	15	15	15
tissue_reference	GSE138702	PMID:31985806	31985806	tissue	sra	15	15	15	15	15	15	15
tissue_reference	GSE199906	PMID:36655602	36655602	tissue	sra	15	15	9	14	15	15	15
tissue_reference	GSE102055	GSE102055		tissue	sra	15	15	0	5	15	15	13
tissue_reference	GSE210647	GSE210647		tissue	sra	15	15	0	0	15	15	15
tissue_reference	GSE289037	GSE289037		tissue	sra	15	15	4	14	15	15	15
tissue_reference	GSE130397	PMID:31856832	31856832	tissue	sra	15	7	2	0	15	15	15
tissue_reference	GSE133039	PMID:32240714	32240714	tissue	sra	15	12	0	2	15	15	14
tissue_reference	GSE302495	GSE302495		tissue	sra	15	12	1	0	15	15	15
tissue_reference	GSE240671	GSE240671		tissue	sra	14	13	0	0	14	14	13
tissue_reference	GSE114740	GSE114740		tissue	sra	14	8	0	3	14	14	14
tissue_reference	GSE179933	GSE179933		tissue	sra	14	14	0	2	14	14	14
tissue_reference	GSE202479	GSE202479		tissue	sra	14	14	1	3	14	14	14
tissue_reference	GSE266325	PMID:39956825	39956825	tissue	sra	14	14	12	13	14	14	14
tissue_reference	GSE270042	GSE270042		tissue	sra	14	13	0	0	14	14	13
tissue_reference	GSE217386	GSE217386		tissue	sra	14	14	1	7	14	14	14
tissue_reference	GSE211167	PMID:36121736	36121736	tissue	sra	14	14	2	1	14	14	14
tissue_reference	GSE100799	PMID:29844878	29844878	tissue	sra	14	14	0	0	14	14	14
tissue_reference	GSE188249	PMID:35671108	35671108	tissue	sra	14	10	0	3	14	14	14
tissue_reference	GSE232764	GSE232764		tissue	sra	14	14	2	1	14	14	14
tissue_reference	GSE106534	PMID:30237493	30237493	tissue	sra	14	13	6	6	14	14	14
tissue_reference	GSE213065	GSE213065		tissue	sra	14	13	0	0	14	14	12
tissue_reference	GSE118131	PMID:31300474	31300474	tissue	sra	14	14	1	2	14	14	13
tissue_reference	GSE179879	PMID:35361728	35361728	tissue	sra	14	14	10	11	14	14	14
tissue_reference	GSE193898	GSE193898		tissue	sra	14	14	1	6	14	14	14
tissue_reference	GSE179730	GSE179730		tissue	sra	14	9	0	4	14	14	14
tissue_reference	GSE85465	PMID:27677335	27677335	tissue	sra	14	7	3	7	14	14	14
tissue_reference	GSE77635	PMID:30619609	30619609	tissue	sra	14	6	0	0	14	14	14
tissue_reference	GSE290190	PMID:40155749	40155749	tissue	sra	14	9	0	1	14	14	14
tissue_reference	GSE150368	GSE150368		tissue	sra	14	14	1	0	14	14	14
tissue_reference	GSE126044	PMID:32879421	32879421	tissue	sra	14	14	2	0	14	14	14
tissue_reference	GSE87592	PMID:30011215	30011215	tissue	sra	13	13	0	0	13	13	13
tissue_reference	GSE63816	PMID:25586593	25586593	tissue	sra	13	13	1	9	13	13	13
tissue_reference	GSE138614	PMID:31829262	31829262	tissue	sra	13	6	0	0	13	13	11
tissue_reference	GSE205204	GSE205204		tissue	sra	13	13	2	8	13	13	13
tissue_reference	GSE224707	GSE224707		tissue	sra	13	12	0	0	13	13	13
tissue_reference	GSE106272	GSE106272		tissue	sra	13	13	0	3	13	13	13
tissue_reference	GSE189035	GSE189035		tissue	sra	13	13	0	2	13	13	13
tissue_reference	GSE306395	GSE306395		tissue	sra	13	9	0	3	13	13	13
tissue_reference	GSE201868	GSE201868		tissue	sra	13	13	2	3	13	13	13
tissue_reference	GSE104310	GSE104310		tissue	sra	13	13	0	2	13	13	12
tissue_reference	GSE184733	GSE184733		tissue	sra	13	10	0	2	13	13	10
tissue_reference	GSE156171	PMID:33865912	33865912	tissue	sra	13	13	0	0	13	13	13
tissue_reference	GSE227919	GSE227919		tissue	sra	13	13	0	0	13	13	11
tissue_reference	GSE306800	GSE306800		tissue	sra	13	13	3	9	13	13	13
tissue_reference	GSE119336	GSE119336		tissue	sra	13	12	0	1	13	13	12
tissue_reference	GSE226481	GSE226481		tissue	sra	13	13	8	12	13	13	13
tissue_reference	GSE97214	PMID:28489570	28489570	tissue	sra	13	8	0	2	13	13	13
tissue_reference	GSE144293	GSE144293		tissue	sra	13	13	4	5	13	13	13
tissue_reference	GSE94437	GSE94437		tissue	sra	13	7	0	0	13	13	12
tissue_reference	GSE225208	GSE225208		tissue	sra	13	13	10	12	13	13	13
tissue_reference	GSE193080	GSE193080		tissue	sra	13	13	0	0	13	13	13
tissue_reference	GSE75299	PMID:28864476	28864476	tissue	sra	13	7	7	11	13	13	12
tissue_reference	GSE186775	GSE186775		tissue	sra	13	13	0	0	13	13	13
tissue_reference	GSE165883	GSE165883		tissue	sra	13	8	0	0	13	13	13
tissue_reference	GSE139688	PMID:35028452	35028452	tissue	sra	13	10	0	0	13	13	12
tissue_reference	GSE99248	GSE99248		tissue	sra	13	12	0	0	13	13	13
tissue_reference	GSE276931	GSE276931		tissue	sra	12	7	7	7	12	12	12
tissue_reference	GSE164158	PMID:33552118	33552118	tissue	sra	12	7	0	1	12	12	12
tissue_reference	GSE213145	GSE213145		tissue	sra	12	12	0	0	12	12	11
tissue_reference	GSE225650	PMID:37950869	37950869	tissue	sra	12	12	0	0	12	12	11
tissue_reference	GSE146436	PMID:33436736	33436736	tissue	sra	12	10	0	0	12	12	12
tissue_reference	GSE55758	PMID:26300991	26300991	tissue	sra	12	8	0	6	12	12	12
tissue_reference	GSE115414	PMID:31732695	31732695	tissue	sra	12	12	0	0	12	12	10
tissue_reference	GSE278036	GSE278036		tissue	sra	12	12	5	10	10	11	7
tissue_reference	GSE141200	GSE141200		tissue	sra	12	12	0	0	12	12	12
tissue_reference	GSE183533	GSE183533		tissue	sra	12	12	0	0	12	12	12
tissue_reference	GSE224526	GSE224526		tissue	sra	12	12	2	0	12	12	12
tissue_reference	GSE182831	PMID:36604653	36604653	tissue	sra	12	12	0	1	12	12	12
tissue_reference	GSE125866	GSE125866		tissue	sra	12	8	0	5	12	11	12
tissue_reference	GSE83520	PMID:27459529	27459529	tissue	sra	12	7	0	1	12	12	11
tissue_reference	GSE150586	GSE150586		tissue	sra	12	12	2	2	12	12	12
tissue_reference	GSE206199	PMID:36418319	36418319	tissue	sra	12	12	4	9	12	12	12
tissue_reference	GSE98422	GSE98422		tissue	sra	12	12	1	1	12	12	12
tissue_reference	GSE141785	GSE141785		tissue	sra	12	12	0	0	12	12	12
tissue_reference	GSE133998	PMID:32838810	32838810	tissue	sra	12	6	3	5	12	12	12
tissue_reference	GSE124510	GSE124510		tissue	sra	12	7	0	0	12	12	5
tissue_reference	GSE273886	GSE273886		tissue	sra	11	11	0	0	11	11	8
tissue_reference	GSE190826	GSE190826		tissue	sra	11	11	0	0	11	11	11
tissue_reference	GSE211653	GSE211653		tissue	sra	11	11	4	6	11	11	11
tissue_reference	GSE138866	GSE138866		tissue	sra	11	11	0	0	11	11	9
tissue_reference	GSE158854	GSE158854		tissue	sra	11	11	2	0	11	11	11
tissue_reference	GSE113619	PMID:29870686	29870686	tissue	sra	11	2	0	0	11	11	9
tissue_reference	GSE234304	GSE234304		tissue	sra	11	11	0	0	11	11	11
tissue_reference	GSE228953	PMID:38396288	38396288	tissue	sra	11	7	2	3	11	11	11
tissue_reference	GSE229571	GSE229571		tissue	sra	11	11	2	2	11	11	11
tissue_reference	GSE227747	GSE227747		tissue	sra	11	11	7	11	11	11	11
tissue_reference	GSE274139	GSE274139		tissue	sra	11	11	4	4	11	11	11
tissue_reference	GSE110114	GSE110114		tissue	sra	11	11	9	9	11	11	11
tissue_reference	GSE155800	PMID:34458010	34458010	tissue	sra	11	8	1	2	11	11	10
tissue_reference	GSE104140	GSE104140		tissue	sra	11	11	0	0	11	11	11
tissue_reference	GSE151165	PMID:34376784	34376784	tissue	sra	11	11	0	1	11	11	11
tissue_reference	GSE200130	PMID:37399271	37399271	tissue	sra	11	7	2	5	11	11	11
tissue_reference	GSE130955	PMID:32603313	32603313	tissue	sra	11	11	0	0	11	11	10
tissue_reference	GSE183464	GSE183464		tissue	sra	11	11	0	3	11	11	11
tissue_reference	GSE194056	GSE194056		tissue	sra	11	11	0	0	11	11	11
tissue_reference	GSE285944	GSE285944		tissue	sra	11	11	7	8	10	10	10
tissue_reference	GSE199517	GSE199517		tissue	sra	11	8	5	7	10	10	8
tissue_reference	GSE234354	PMID:37798294	37798294	tissue	sra	11	11	0	1	11	11	9
tissue_reference	GSE157020	PMID:36521659	36521659	tissue	sra	11	9	0	0	11	11	11
tissue_reference	GSE193276	GSE193276		tissue	sra	11	11	5	6	10	11	11
tissue_reference	GSE214947	PMID:40034069	40034069	tissue	sra	10	10	0	0	10	10	10
tissue_reference	GSE157126	GSE157126		tissue	sra	10	10	0	0	10	10	10
tissue_reference	GSE48403	GSE48403		tissue	sra	10	5	0	4	10	10	10
tissue_reference	GSE111320	GSE111320		tissue	sra	10	10	2	5	10	9	9
tissue_reference	GSE220815	GSE220815		tissue	sra	10	10	2	9	10	10	10
tissue_reference	GSE142731	PMID:33839593	33839593	tissue	sra	10	10	0	0	10	10	10
tissue_reference	GSE184752	PMID:34615725	34615725	tissue	sra	10	6	7	7	10	10	10
tissue_reference	GSE74734	PMID:26766592	26766592	tissue	sra	10	10	2	4	10	10	10
tissue_reference	GSE135069	PMID:31826721	31826721	tissue	sra	10	5	2	9	10	10	10
tissue_reference	GSE137237	PMID:31600962	31600962	tissue	sra	10	9	0	0	10	10	10
tissue_reference	GSE149723	PMID:32647134	32647134	tissue	sra	10	7	4	7	9	9	9
tissue_reference	GSE183947	GSE183947		tissue	sra	10	8	0	0	10	10	10
tissue_reference	GSE223924	GSE223924		tissue	sra	10	10	0	0	10	10	10
tissue_reference	GSE289466	GSE289466		tissue	sra	10	10	1	1	10	9	9
tissue_reference	GSE111582	GSE111582		tissue	sra	10	10	2	2	10	10	9
tissue_reference	GSE142000	GSE142000		tissue	sra	10	10	3	3	10	10	9
tissue_reference	GSE183229	GSE183229		tissue	sra	10	10	0	1	10	10	10
tissue_reference	GSE107943	GSE107943		tissue	sra	10	10	0	0	10	10	10
tissue_reference	GSE159237	PMID:33771853	33771853	tissue	sra	10	9	0	2	10	10	9
tissue_reference	GSE118014	PMID:30315258	30315258	tissue	sra	10	10	1	1	10	10	10
tissue_reference	GSE225650	PMID:37950869		tissue	sra	10	10	0	0	10	10	10
tissue_reference	GSE296260	GSE296260		tissue	sra	10	9	0	2	10	10	10
tissue_reference	GSE196748	GSE196748		tissue	sra	10	10	0	1	10	10	10
tissue_reference	GSE199630	GSE199630		tissue	sra	10	10	0	0	10	10	10
tissue_reference	GSE150474	GSE150474		tissue	sra	10	10	0	1	10	10	8
tissue_reference	GSE77661	PMID:27050392	27050392	tissue	sra	10	6	0	0	10	10	9
tissue_reference	GSE213565	GSE213565		tissue	sra	10	10	0	1	10	10	10
tissue_reference	GSE230397	GSE230397		tissue	sra	10	10	0	0	10	10	6
tissue_reference	GSE152229	GSE152229		tissue	sra	10	10	0	0	10	10	10
tissue_reference	GSE245351	GSE245351		tissue	sra	10	10	0	0	10	10	10
tissue_reference	GSE190967	GSE190967		tissue	sra	9	9	0	0	9	9	9
tissue_reference	GSE246963	GSE246963		tissue	sra	9	9	1	7	9	9	9
tissue_reference	GSE101794	GSE101794		tissue	sra	9	9	0	2	9	9	9
tissue_reference	GSE221107	GSE221107		tissue	sra	9	9	0	9	8	9	6
tissue_reference	GSE171248	GSE171248		tissue	sra	9	9	1	2	9	9	9
tissue_reference	GSE104836	GSE104836		tissue	sra	9	9	0	3	9	9	9
tissue_reference	GSE216664	GSE216664		tissue	sra	9	9	0	1	9	9	9
tissue_reference	GSE150043	GSE150043		tissue	sra	9	9	0	0	9	9	9
tissue_reference	GSE179265	GSE179265		tissue	sra	9	9	1	4	9	9	9
tissue_reference	GSE165932	GSE165932		tissue	sra	9	9	0	0	9	9	8
tissue_reference	GSE294056	GSE294056		tissue	sra	9	9	0	3	9	9	9
tissue_reference	GSE124625	GSE124625		tissue	sra	9	9	0	7	9	9	9
tissue_reference	GSE224248	GSE224248		tissue	sra	9	9	0	0	9	9	9
tissue_reference	GSE143318	GSE143318		tissue	sra	9	7	0	0	9	9	9
tissue_reference	GSE179440	GSE179440		tissue	sra	9	9	0	1	9	9	9
tissue_reference	GSE202922	GSE202922		tissue	sra	9	9	0	0	9	9	8
tissue_reference	GSE189340	GSE189340		tissue	sra	9	9	2	2	9	9	9
tissue_reference	GSE254682	GSE254682		tissue	sra	9	9	0	0	9	9	9
tissue_reference	GSE118995	GSE118995		tissue	sra	9	9	1	3	9	9	9
tissue_reference	GSE176221	GSE176221		tissue	sra	9	9	3	5	9	9	9
tissue_reference	GSE119794	PMID:30294829	30294829	tissue	sra	9	9	2	5	9	9	9
tissue_reference	GSE263321	PMID:39799155	39799155	tissue	sra	9	9	5	4	9	8	9
tissue_reference	GSE202687	PMID:35681616	35681616	tissue	sra	9	9	4	5	9	9	9
tissue_reference	GSE163899	PMID:33535616	33535616	tissue	sra	9	9	0	1	9	9	9
tissue_reference	GSE222298	GSE222298		tissue	sra	9	8	0	0	9	9	9
tissue_reference	GSE50514	PMID:24416450	24416450	tissue	sra	8	8	4	8	7	7	7
tissue_reference	GSE112509	GSE112509		tissue	sra	8	8	7	7	8	8	8
tissue_reference	GSE272776	GSE272776		tissue	sra	8	8	0	1	8	8	8
tissue_reference	GSE168009	PMID:34783210	34783210	tissue	sra	8	8	0	0	8	8	8
tissue_reference	GSE140261	GSE140261		tissue	sra	8	8	1	2	8	8	6
tissue_reference	GSE100925	PMID:30930117	30930117	tissue	sra	8	8	0	0	8	8	7
tissue_reference	GSE76404	GSE76404		tissue	sra	8	8	0	2	8	8	7
tissue_reference	GSE214980	GSE214980		tissue	sra	8	5	8	8	8	8	8
tissue_reference	GSE118719	GSE118719		tissue	sra	8	8	5	6	8	8	8
tissue_reference	GSE74442	GSE74442		tissue	sra	8	8	0	1	8	8	8
tissue_reference	GSE102661	GSE102661		tissue	sra	8	8	0	5	8	8	8
tissue_reference	GSE206838	GSE206838		tissue	sra	8	8	0	0	8	8	8
tissue_reference	GSE104131	PMID:29741809	29741809	tissue	sra	8	7	0	0	8	8	8
tissue_reference	GSE182923	GSE182923		tissue	sra	8	8	0	4	8	8	8
tissue_reference	GSE136846	GSE136846		tissue	sra	8	6	0	0	8	8	7
tissue_reference	GSE248612	GSE248612		tissue	sra	8	8	1	2	8	8	8
tissue_reference	GSE64912	PMID:25803323	25803323	tissue	sra	8	8	1	4	8	8	8
tissue_reference	GSE196009	GSE196009		tissue	sra	8	8	0	0	8	8	8
tissue_reference	GSE274628	GSE274628		tissue	sra	8	8	0	0	8	8	5
tissue_reference	GSE235236	PMID:37495570	37495570	tissue	sra	8	8	0	3	8	8	8
tissue_reference	GSE218939	PMID:37400526	37400526	tissue	sra	8	7	3	3	8	8	8
tissue_reference	GSE264741	GSE264741		tissue	sra	8	7	0	0	8	8	7
tissue_reference	GSE160626	GSE160626		tissue	sra	8	8	0	0	8	8	8
tissue_reference	GSE165988	GSE165988		tissue	sra	8	8	0	0	8	8	8
tissue_reference	GSE119674	GSE119674		tissue	sra	8	8	0	5	8	8	8
tissue_reference	GSE224056	GSE224056		tissue	sra	8	5	6	6	8	8	8
tissue_reference	GSE84339	PMID:28087642	28087642	tissue	sra	8	8	0	0	8	8	8
tissue_reference	GSE143986	GSE143986		tissue	sra	8	8	8	8	8	8	8
tissue_reference	GSE180790	PMID:34670579	34670579	tissue	sra	8	7	3	5	8	8	8
tissue_reference	GSE147304	GSE147304		tissue	sra	8	8	0	0	8	8	8
tissue_reference	GSE263647	GSE263647		tissue	sra	8	8	1	1	8	8	8
tissue_reference	GSE153262	GSE153262		tissue	sra	8	8	5	6	7	8	7
tissue_reference	GSE267031	GSE267031		tissue	sra	8	8	0	0	8	8	8
tissue_reference	GSE249273	GSE249273		tissue	sra	8	8	0	0	8	8	7
tissue_reference	GSE227541	GSE227541		tissue	sra	8	8	5	6	8	8	8
tissue_reference	GSE72820	GSE72820		tissue	sra	8	6	0	0	8	8	8
tissue_reference	GSE174519	GSE174519		tissue	sra	8	8	0	1	8	8	8
tissue_reference	GSE155398	PMID:33664848	33664848	tissue	sra	8	8	4	5	5	7	5
tissue_reference	GSE251845	GSE251845		tissue	sra	8	8	0	0	8	8	8
tissue_reference	GSE122248	GSE122248		tissue	sra	8	8	0	1	8	8	8
tissue_reference	GSE193101	GSE193101		tissue	sra	8	8	1	6	5	6	4
tissue_reference	GSE171012	GSE171012		tissue	sra	8	8	2	7	8	8	7
tissue_reference	GSE159574	GSE159574		tissue	sra	8	8	3	3	8	8	8
tissue_reference	GSE151347	GSE151347		tissue	sra	7	7	0	1	7	7	7
tissue_reference	GSE239514	GSE239514		tissue	sra	7	7	0	0	7	7	7
tissue_reference	GSE131568	PMID:33313120	33313120	tissue	sra	7	7	0	0	7	7	7
tissue_reference	GSE171011	PMID:34188490	34188490	tissue	sra	7	4	4	2	7	7	6
tissue_reference	GSE278664	GSE278664		tissue	sra	7	7	2	2	7	7	7
tissue_reference	GSE113024	GSE113024		tissue	sra	7	5	0	0	7	7	7
tissue_reference	GSE138581	PMID:32292502	32292502	tissue	sra	7	7	3	4	7	7	7
tissue_reference	GSE251942	GSE251942		tissue	sra	7	6	0	0	7	7	5
tissue_reference	GSE159924	GSE159924		tissue	sra	7	7	0	0	7	7	4
